,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.82,0.87,1.2,0.89,0.7,0.48,0.49,0.56,0.37,0.41,0.41,0.35,0.32,0.33,0.32
f_1,1.2,1.0,0.91,0.98,0.83,0.68,0.39,0.45,0.48,0.41,0.4,0.37,0.31,0.34,0.25,0.32
d_1,1.11,1.14,1.0,0.9,0.88,0.73,0.49,0.41,0.43,0.53,0.41,0.37,0.41,0.34,0.33,0.26
c_1,0.84,1.05,1.11,1.0,1.28,0.76,0.49,0.44,0.33,0.39,0.33,0.38,0.34,0.33,0.31,0.31
b_1,1.16,1.17,1.1,0.8,1.0,1.16,0.5,0.5,0.47,0.49,0.47,0.45,0.41,0.33,0.37,0.34
a_1,1.4,1.45,1.42,1.28,0.89,1.0,0.67,0.63,0.61,0.56,0.68,0.61,0.51,0.49,0.44,0.4
h_1,2.1,2.47,2.12,2.0,1.99,1.48,1.0,1.26,0.89,0.88,0.87,0.83,0.76,0.69,0.64,0.67
g_1,2.09,2.24,2.43,2.25,2.02,1.47,0.8,1.0,0.84,0.87,0.84,1.06,0.72,0.73,0.81,0.72
d_0,1.87,2.02,2.39,3.0,2.17,1.59,1.14,1.13,1.0,0.74,0.98,1.0,0.83,0.83,0.77,0.73
c_0,2.79,2.33,1.9,2.54,2.0,1.72,1.14,1.12,1.3,1.0,1.25,1.01,0.93,0.95,0.84,0.75
b_0,2.56,2.55,2.36,3.0,2.12,1.43,1.16,1.09,1.04,0.84,1.0,1.03,0.92,1.15,0.81,0.8
f_0,2.38,2.62,2.7,2.65,2.18,1.61,1.2,0.98,1.11,0.94,0.91,1.0,0.93,0.93,1.17,0.7
h_0,2.76,3.15,2.56,2.84,2.38,1.88,1.32,1.38,1.17,1.08,1.08,1.06,1.0,1.01,0.9,0.91
a_0,3.08,2.86,2.81,3.04,2.8,2.22,1.44,1.36,1.25,1.08,0.92,1.12,0.96,1.0,0.96,0.86
e_0,2.95,3.95,3.0,3.36,2.82,2.2,1.5,1.26,1.27,1.2,1.29,0.89,1.13,1.12,1.0,0.86
g_0,3.17,3.01,3.79,3.2,3.03,2.47,1.43,1.38,1.35,1.34,1.29,1.46,1.12,1.11,1.16,1.0
