,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.26,0.92,1.12,0.85,0.82,0.91,1.02,1.0,0.9,1.03,0.88,0.91,0.92,0.69,1.18
e_1,0.79,1.0,0.96,1.18,1.07,0.99,0.93,1.07,1.27,0.95,1.13,1.23,1.08,1.24,1.28,0.9
d_1,1.08,1.03,1.0,0.92,0.94,0.96,1.06,0.81,1.1,1.26,1.05,0.94,0.94,0.91,1.05,0.79
c_1,0.9,0.84,1.07,1.0,1.52,0.95,1.04,0.91,0.77,0.79,0.73,0.98,0.92,0.77,0.86,1.02
b_1,1.19,0.93,1.06,0.66,1.0,1.54,1.04,1.19,0.95,1.2,0.93,0.98,1.09,1.05,1.05,1.14
a_1,1.21,1.02,1.05,1.06,0.65,1.0,1.25,1.15,1.03,1.1,1.26,0.86,1.11,1.27,0.94,1.07
h_1,1.14,1.03,0.98,0.94,0.96,0.82,1.0,1.16,1.03,0.79,0.92,0.9,1.12,1.01,0.95,1.31
g_1,0.96,0.97,1.24,1.1,0.88,0.89,0.84,1.0,0.85,0.91,0.96,1.39,0.93,0.86,1.18,0.8
d_0,1.01,0.77,0.82,1.34,1.11,0.92,1.0,1.21,1.0,0.86,0.93,1.04,1.05,0.98,1.05,1.15
c_0,1.17,1.03,0.74,1.26,0.85,0.88,1.22,1.09,1.15,1.0,1.38,0.96,1.13,1.13,1.21,1.13
b_0,0.97,0.92,0.95,1.35,1.08,0.79,1.07,1.01,1.1,0.75,1.0,1.11,1.12,1.44,1.04,1.02
f_0,1.12,0.83,0.99,0.96,1.03,1.2,1.07,0.71,1.02,1.01,1.0,1.0,0.98,0.94,1.72,0.88
h_0,1.16,0.91,1.08,1.04,0.9,0.96,0.94,1.09,0.99,0.84,0.93,0.99,1.0,0.9,0.96,1.2
a_0,1.1,0.86,1.12,1.2,0.93,0.81,0.97,1.14,1.05,0.97,0.68,1.04,1.08,1.0,0.96,0.93
e_0,1.54,0.81,1.02,1.11,0.9,1.0,1.11,0.79,1.01,0.83,1.0,0.62,1.01,0.98,1.0,0.99
g_0,0.9,1.07,1.24,0.98,0.86,0.97,0.79,1.25,0.9,0.95,0.96,1.24,0.81,1.0,1.04,1.0
