,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.06,1.37,2.53,1.99,2.05,1.74,0.9,0.77,0.57,0.73,0.63,0.67,0.55,0.5,0.72,0.49
f_1,2.32,1.06,1.97,1.87,2.01,1.85,0.59,0.62,0.58,0.8,0.6,0.7,0.49,0.36,0.44,0.47
c_1,1.82,2.54,1.06,2.77,2.07,1.72,0.9,0.44,0.87,0.74,0.6,0.61,0.52,0.52,0.59,0.49
d_1,2.61,2.54,1.9,1.05,2.12,1.79,0.83,0.96,0.69,0.6,0.65,0.68,0.57,0.5,0.53,0.32
b_1,2.3,2.67,1.62,2.3,1.06,2.31,0.9,0.72,0.82,0.82,0.85,0.62,0.66,0.54,0.61,0.54
a_1,3.4,3.13,3.73,3.49,2.21,1.07,1.41,1.21,1.04,1.33,0.98,0.95,1.27,0.86,1.0,0.81
h_1,5.51,6.83,5.85,5.11,5.18,3.92,1.31,1.97,1.59,2.34,1.65,1.6,1.47,1.85,1.26,1.29
d_0,3.97,6.24,8.6,9.05,6.75,5.0,2.35,1.46,1.9,2.96,1.77,1.61,1.54,1.41,1.51,1.52
c_0,7.74,7.39,9.4,4.27,6.66,6.17,2.56,2.45,1.5,2.57,2.09,1.95,1.55,1.45,1.43,1.31
g_1,7.49,7.8,7.22,6.92,7.45,5.55,1.94,2.0,1.9,1.32,1.78,2.06,1.96,1.17,1.61,1.76
b_0,7.78,7.68,9.25,6.2,10.15,7.16,2.67,2.95,1.46,2.74,1.48,1.94,2.39,1.56,1.91,1.68
f_0,6.48,11.52,8.09,8.02,8.31,6.53,3.2,2.61,2.09,1.93,2.24,1.47,2.18,2.0,2.38,1.12
a_0,8.73,9.48,11.39,8.59,11.52,8.87,3.54,3.16,2.48,3.2,1.61,2.45,1.59,2.3,2.33,1.97
h_0,9.29,11.63,9.28,8.93,8.74,7.73,4.22,2.76,2.89,3.6,2.8,2.23,2.47,2.31,2.11,2.16
e_0,13.96,13.49,10.23,9.6,10.68,7.8,3.75,3.6,3.5,3.2,3.16,1.82,2.79,2.33,1.63,2.27
g_0,10.33,11.15,10.77,12.99,10.2,7.67,3.54,3.57,3.59,5.91,2.94,3.57,3.13,1.93,2.55,2.68
