,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.38,2.11,1.42,1.55,1.41,1.15,2.47,3.18,2.87,2.96,2.99,2.29,3.62,3.1,2.52,3.47
e_1,1.51,2.45,1.35,1.68,1.5,1.5,3.16,5.18,2.86,2.83,3.86,3.58,4.44,3.29,3.34,4.22
d_1,1.59,1.57,2.63,1.27,1.47,1.37,2.8,2.76,5.32,2.72,3.42,3.52,4.16,3.79,3.44,3.91
c_1,1.4,1.32,1.53,2.63,2.35,1.58,2.62,2.53,2.03,2.28,2.36,3.22,3.73,3.19,3.51,3.93
b_1,1.39,1.46,1.44,1.36,2.7,2.6,3.1,3.13,3.1,2.88,2.94,3.48,4.2,2.46,3.43,4.57
a_1,1.65,1.44,1.77,1.54,1.16,3.29,3.21,3.2,3.28,3.49,3.15,3.25,3.86,3.11,3.8,3.8
h_1,1.96,1.33,1.74,1.72,1.3,1.29,4.23,3.1,3.04,3.77,3.39,3.11,3.29,3.73,3.64,4.94
d_0,1.56,1.16,1.23,2.67,1.63,1.5,3.24,4.18,2.65,3.2,3.05,3.59,4.5,3.55,3.7,4.06
c_0,1.76,1.71,1.41,1.67,1.24,1.48,3.17,3.26,4.33,3.37,5.76,3.13,4.36,4.52,3.69,4.37
g_1,1.44,1.45,2.25,1.74,1.47,1.34,2.58,3.09,3.13,4.71,3.69,4.77,4.01,3.12,3.44,3.6
b_0,1.76,1.41,1.68,1.91,1.11,1.6,2.98,3.66,2.77,2.75,4.59,2.92,4.56,5.82,3.23,3.82
f_0,1.42,1.1,1.79,1.74,1.61,1.65,3.59,3.09,3.82,2.79,4.16,4.95,4.41,4.18,6.86,4.34
h_0,1.91,1.51,1.6,1.6,1.42,1.69,2.49,3.05,3.06,3.82,3.6,3.4,3.6,2.92,3.26,5.1
a_0,1.71,1.53,1.61,1.75,1.72,1.13,3.34,3.13,3.26,3.43,3.28,3.26,4.82,5.18,3.28,4.2
e_0,1.69,1.19,1.67,1.73,1.56,1.73,3.29,2.85,3.41,3.15,3.94,2.5,4.99,3.84,5.31,4.54
g_0,1.56,1.25,2.22,1.59,1.26,1.61,3.0,2.84,3.49,2.83,3.98,4.55,3.92,3.69,4.12,4.07
