,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.45,1.49,1.57,2.06,1.67,1.81,3.43,3.07,5.65,3.28,3.59,4.16,4.87,3.92,3.55,4.85
f_1,2.34,2.45,1.52,1.67,1.61,1.32,2.69,3.09,3.68,3.32,3.49,3.25,4.08,3.61,3.2,4.48
d_1,1.64,1.89,2.58,1.43,1.47,1.64,3.5,3.2,3.0,5.45,4.27,3.72,4.58,4.2,3.75,4.41
c_1,1.45,1.55,1.73,2.64,2.65,1.8,2.9,3.22,3.03,2.7,2.78,3.36,4.4,3.54,3.67,4.32
b_1,1.6,1.62,1.78,1.44,2.74,2.64,3.42,3.31,3.31,3.94,3.08,3.49,4.66,3.45,3.99,4.64
a_1,1.57,1.94,1.85,1.71,1.48,3.28,3.7,3.43,3.25,3.91,4.27,4.32,4.43,3.04,4.03,4.46
h_1,1.68,2.17,1.69,1.81,1.58,1.54,4.36,3.76,3.3,3.34,3.56,3.71,4.44,3.62,4.16,6.08
g_1,1.52,1.61,2.29,1.65,1.57,1.82,3.15,4.67,3.14,3.94,4.03,4.83,4.13,3.8,3.98,4.05
d_0,1.36,1.7,1.51,2.68,1.95,1.74,3.4,3.14,4.42,2.73,3.42,3.75,4.76,3.86,4.53,4.72
c_0,1.89,1.86,1.48,1.89,1.39,1.7,3.82,3.28,4.38,4.59,6.11,4.37,4.69,4.85,4.39,4.89
b_0,1.78,1.98,1.63,2.03,1.55,1.38,3.55,3.24,3.85,3.27,4.9,3.93,5.14,6.55,4.3,4.67
f_0,1.49,1.59,1.87,1.9,1.87,1.77,3.54,3.37,3.55,3.46,4.04,4.99,4.77,3.87,6.89,4.76
h_0,1.61,2.09,1.74,1.72,1.6,1.85,2.9,3.96,3.31,3.51,3.65,3.54,4.22,3.97,4.12,5.35
a_0,1.67,1.91,1.84,1.91,1.69,1.43,3.67,3.51,3.69,3.71,3.12,3.39,4.53,5.53,4.07,4.29
e_0,1.51,1.87,1.95,1.77,1.92,1.53,3.76,4.12,3.29,3.68,3.9,3.14,4.8,4.04,5.64,5.38
g_0,1.63,1.71,2.24,1.58,1.68,1.8,3.06,3.01,2.95,3.84,3.79,4.68,4.35,3.93,4.4,4.22
