,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,13436.42,6456.07,3152.63,5533.55,6313.38,23350.73,3045149.14,9158374.74,8750479.55,13321155.36,20454445.68,15233738.45,74769132.46,72469754.88,108247918.93,190258949.35
e_1,4013.55,14179.57,3273.59,8367.93,5559.0,23881.09,3392743.04,10022332.29,7790829.63,21963784.15,21396577.63,36413423.64,82064044.0,85127574.59,78727165.3,215293776.3
d_1,3394.88,3229.77,15806.56,4129.61,6906.85,27695.12,3069375.61,22565341.03,9923620.68,7776563.32,27606060.63,41317155.21,97510727.79,111800592.01,158123828.37,214650159.22
c_1,3049.25,2919.12,3540.96,28833.94,13499.24,18171.57,2788912.42,3467653.65,8540802.6,10058862.82,16147612.6,32512975.92,83646256.5,100098753.08,131108991.36,222671956.41
b_1,3343.69,3030.36,4483.37,4810.48,31706.12,51390.43,3336468.72,10102441.04,8590561.67,12065405.28,9034750.08,35224457.78,80583743.28,63639186.01,116400411.71,208630246.91
a_1,3597.54,3355.16,3976.88,7060.97,5702.03,167380.7,4071835.54,10537314.15,7435174.27,15321570.86,20238988.68,38934138.86,88243273.94,56445266.73,112214890.83,216146312.1
h_1,5809.12,4095.69,4589.1,7837.09,6632.56,33623.91,9073921.65,12717065.54,13326722.48,13427197.62,27413335.83,36334396.78,64150981.81,139893089.11,141610896.92,318734650.43
c_0,4803.82,4254.64,5348.29,5533.21,6256.9,28039.75,3814589.93,25594586.45,14461947.27,15710985.74,55191711.79,51661656.51,114257061.87,150953994.88,171851810.11,245599365.4
g_1,2974.95,3897.4,8184.71,6988.56,8128.39,26915.24,3219771.69,14613628.62,32770251.93,11518795.0,23344168.8,71732626.7,100256813.33,104190591.1,133181676.87,171078408.96
d_0,4301.19,4590.38,3085.68,14739.91,7281.52,26080.81,4399056.14,10328733.67,10170500.23,28117864.34,27667163.02,35824024.51,110625146.29,117555904.88,158638691.23,203827876.08
b_0,4897.55,4346.52,5010.56,8756.65,4207.42,22767.6,4215204.91,15298593.55,11681322.64,14655373.8,57396177.01,46674271.91,111102303.81,266458654.74,182597066.4,227709216.78
f_0,2730.3,3069.21,5164.63,8856.19,9134.48,28632.86,4133411.29,17133042.83,12596876.2,15880691.63,31611895.24,96801159.09,123612093.71,170585239.67,404918658.39,259085090.5
h_0,5913.41,4011.87,5307.95,8328.44,6904.84,20921.97,2464454.11,14065459.67,14813457.5,15010918.37,24626815.43,42775338.82,61023447.78,106289275.48,184249782.37,299871672.72
a_0,4738.93,4144.2,5210.42,10051.56,7650.25,11723.52,4434581.1,13452918.1,13738997.44,15701075.53,30358919.03,50167548.54,110628207.82,284459203.56,212067550.07,239600530.32
e_0,3970.53,2438.72,4989.23,9864.92,8949.35,28738.1,4214393.36,15763015.14,14252049.63,16305660.65,34229724.6,50020306.26,114461294.95,130354771.82,451933428.45,306472621.49
g_0,3105.64,3848.02,7527.36,7940.95,6589.47,29895.94,3872194.52,13222694.52,10084253.81,15769045.56,32926210.53,79177812.6,88862738.23,115331358.91,196616782.5,160093717.73
