,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,99.41,94.61,82.57,91.27,125.11,431.03,9000.46,19782.39,24901.37,27217.49,33257.61,43530.22,96426.63,119058.13,122247.54,257666.77
e_1,55.67,103.76,83.5,114.5,140.62,461.73,10347.37,20552.31,38136.65,29805.99,30005.12,62037.21,101929.84,129993.49,143855.89,285833.35
d_1,58.91,53.43,138.36,73.68,117.61,399.83,9374.0,17410.28,18359.59,39069.57,32991.07,49976.41,92776.89,122067.53,165493.22,241814.16
c_1,51.29,47.22,77.02,144.8,179.91,421.65,8652.92,20377.55,19161.16,16474.95,20164.8,46164.86,89030.93,101844.44,141804.67,199039.9
b_1,48.84,44.62,73.12,67.81,192.86,662.1,7125.88,16637.72,18400.54,21801.97,18150.6,49030.49,85535.68,77190.54,124905.28,186442.03
a_1,34.12,31.12,49.47,53.54,53.32,554.4,5523.68,11677.43,12703.05,14969.67,16134.93,31929.91,54836.75,59469.6,78419.38,135834.17
h_1,18.18,15.24,23.44,21.33,32.0,100.45,3350.91,6303.51,5476.75,6636.62,7750.37,13424.01,19393.17,24759.14,39347.89,75337.3
g_1,9.79,9.88,24.58,17.46,25.94,80.89,1774.84,6173.71,3720.94,5337.04,5553.54,14074.12,18562.28,25248.56,33554.36,44417.73
d_0,11.42,10.12,13.89,27.28,26.23,89.7,1999.99,4152.34,5629.97,3980.48,4916.02,10871.0,18259.72,20948.16,29993.05,49709.45
c_0,11.57,11.99,16.3,16.41,18.26,78.83,1879.69,3983.88,4548.49,6506.64,9038.43,9864.2,20848.97,27896.51,28212.05,54558.79
b_0,10.6,11.73,15.46,18.49,18.04,72.94,1789.14,3847.57,4688.97,4698.77,7270.8,9737.8,17569.91,38172.61,26778.69,50723.17
f_0,7.59,6.82,14.24,14.74,19.37,78.88,1514.61,3141.2,3206.96,3814.42,4531.27,11467.08,15018.76,20410.73,42858.2,38923.41
h_0,9.14,7.71,11.62,11.17,15.1,57.16,1205.58,3206.06,2764.41,3212.07,4174.87,7400.84,11161.26,14156.1,20583.7,43008.72
a_0,7.1,6.87,9.58,11.3,16.55,49.07,1295.99,2437.86,3011.27,2794.48,3235.69,6486.42,12459.05,20116.29,19243.57,32283.3
e_0,7.22,5.24,9.06,9.52,14.62,55.48,1064.82,2306.25,2165.19,2719.81,3514.69,5303.45,12291.71,12631.48,25174.7,29236.17
g_0,5.06,5.36,10.54,9.07,11.18,44.51,884.6,1932.5,1954.97,2457.57,3249.99,7365.8,8534.38,10599.86,16400.11,21494.25
