,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,0.95,1.28,1.0,0.99,0.85,0.84,1.01,0.87,1.0,0.94,0.84,0.82,0.94,0.75,1.07
d_1,1.05,1.0,1.04,0.9,0.96,0.99,1.14,0.85,1.25,1.12,1.04,1.04,0.92,1.02,1.02,0.75
e_1,0.79,0.96,1.0,1.13,1.03,1.13,1.03,1.15,0.97,1.41,0.98,1.22,1.11,1.03,1.18,1.09
c_1,1.01,1.1,0.89,1.0,1.39,0.83,0.93,0.98,0.76,0.69,0.84,0.87,1.06,0.81,0.94,0.97
b_1,1.0,1.03,0.98,0.71,1.0,1.4,1.14,0.96,1.06,1.08,1.2,1.0,1.06,1.1,1.15,1.17
a_1,1.17,1.0,0.89,1.2,0.72,1.0,1.21,1.06,1.08,0.85,1.12,1.07,1.21,1.1,1.03,1.08
h_1,1.18,0.87,0.96,1.02,0.82,0.85,1.0,1.19,0.98,0.91,1.08,0.98,1.2,1.05,0.9,1.3
g_1,0.97,1.23,0.84,1.08,1.06,0.89,0.84,1.0,0.97,0.99,0.97,1.17,0.74,0.97,0.93,0.95
c_0,1.18,0.81,0.98,1.34,0.88,0.87,1.04,1.07,1.0,1.16,1.31,1.08,1.04,1.0,0.99,1.04
d_0,0.95,1.0,0.72,1.47,0.94,1.05,1.06,1.02,0.84,1.0,1.2,0.99,0.94,1.02,0.93,1.02
b_0,1.12,0.99,1.0,1.21,0.96,0.79,0.9,1.02,0.76,0.83,1.0,0.95,1.16,1.5,0.88,0.93
f_0,1.16,0.96,0.83,1.16,0.98,0.87,1.01,0.86,0.95,1.09,1.06,1.0,1.11,1.12,1.59,0.78
h_0,1.2,1.13,0.93,0.95,0.92,0.81,0.82,1.34,0.98,1.01,0.85,0.87,1.0,0.91,0.94,1.15
a_0,1.1,0.95,1.01,1.21,0.94,0.98,0.94,1.01,0.99,0.97,0.69,0.91,1.09,1.0,0.99,1.18
e_0,1.41,0.96,0.96,1.01,0.86,0.98,1.12,1.1,1.03,1.05,1.09,0.61,1.08,1.1,1.0,0.92
g_0,0.97,1.36,0.88,0.97,0.85,0.89,0.78,1.06,0.89,0.95,1.0,1.26,0.86,0.92,1.11,1.0
