,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.96,0.53,0.45,0.63,0.54,0.32,0.37,0.55,0.31,0.31,0.32,0.32,0.33,0.3,0.2,0.26
f_1,0.85,0.95,0.5,0.49,0.43,0.34,0.32,0.37,0.29,0.33,0.3,0.24,0.26,0.23,0.19,0.24
d_1,0.6,0.72,0.96,0.44,0.42,0.38,0.38,0.33,0.27,0.52,0.39,0.29,0.35,0.27,0.26,0.25
c_1,0.51,0.55,0.55,0.95,0.8,0.39,0.35,0.33,0.32,0.2,0.27,0.3,0.32,0.24,0.24,0.27
b_1,0.5,0.59,0.6,0.5,0.95,0.72,0.39,0.36,0.33,0.37,0.25,0.34,0.32,0.22,0.24,0.32
a_1,0.75,0.71,0.65,0.61,0.42,0.94,0.48,0.45,0.39,0.36,0.36,0.37,0.39,0.22,0.33,0.35
h_1,0.88,1.14,0.87,0.75,0.73,0.5,0.77,0.52,0.57,0.48,0.44,0.44,0.38,0.34,0.34,0.49
d_0,0.74,0.9,0.7,1.29,0.88,0.54,0.54,0.72,0.46,0.35,0.45,0.46,0.53,0.37,0.38,0.45
g_1,0.84,0.89,1.2,0.72,0.73,0.56,0.53,0.49,0.78,0.55,0.45,0.62,0.46,0.4,0.44,0.38
c_0,0.95,1.07,0.87,0.87,0.62,0.59,0.69,0.75,0.5,0.7,0.8,0.5,0.56,0.51,0.42,0.52
b_0,0.98,1.07,0.89,0.93,0.69,0.52,0.67,0.63,0.58,0.51,0.72,0.46,0.59,0.68,0.45,0.52
f_0,0.87,0.81,0.92,0.92,0.9,0.71,0.68,0.68,0.52,0.57,0.55,0.72,0.6,0.4,0.71,0.45
h_0,1.06,1.3,0.97,0.93,0.9,0.67,0.52,0.62,0.65,0.54,0.48,0.46,0.46,0.35,0.38,0.59
a_0,1.08,1.11,0.99,0.99,0.91,0.54,0.75,0.74,0.52,0.54,0.55,0.58,0.69,0.66,0.46,0.49
e_0,0.99,1.29,1.08,0.99,0.99,0.6,0.7,0.67,0.56,0.63,0.54,0.48,0.66,0.42,0.64,0.59
g_0,1.06,1.1,1.4,0.97,0.84,0.67,0.6,0.6,0.45,0.61,0.57,0.71,0.52,0.49,0.43,0.45
