,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.07,3.35,3.29,2.96,2.66,2.6,0.96,1.24,0.82,0.81,0.82,1.44,0.5,0.67,0.67,0.71
e_1,2.14,1.07,2.96,3.56,3.17,3.11,1.22,1.23,0.98,1.16,0.85,1.02,0.77,0.97,1.89,0.8
d_1,3.39,4.36,1.07,3.28,3.44,3.38,1.49,0.89,1.11,2.58,0.97,0.98,0.73,0.8,0.68,0.51
c_1,3.67,3.3,4.09,1.07,3.51,3.51,1.38,1.46,1.9,0.66,1.18,1.24,0.9,0.76,1.15,0.66
b_1,5.05,3.93,4.1,2.5,1.07,3.43,1.45,1.4,1.38,1.12,2.41,1.26,0.85,1.12,1.43,0.9
a_1,6.01,5.98,4.59,5.31,3.5,1.07,2.39,1.98,1.84,2.02,2.15,1.09,1.16,3.7,1.25,1.34
h_1,7.88,7.56,6.84,8.41,8.86,5.58,1.37,3.87,2.09,2.05,1.99,1.95,4.63,2.28,1.79,1.68
g_1,9.68,11.85,8.82,8.35,7.99,6.55,2.23,1.37,2.57,2.76,2.25,2.57,1.85,2.78,1.67,2.78
c_0,10.79,9.32,5.44,21.66,8.27,6.85,3.62,2.7,1.64,3.47,3.01,3.07,2.3,2.36,2.53,2.43
d_0,10.8,5.4,15.49,11.59,9.34,6.35,3.76,4.63,2.33,1.65,2.83,2.12,2.72,2.34,1.82,2.02
b_0,12.37,10.01,8.72,10.41,16.53,6.08,3.33,3.08,1.83,2.97,1.6,2.39,2.26,2.9,2.59,1.9
f_0,22.53,10.37,10.39,9.94,10.64,10.02,4.89,2.33,2.48,3.97,3.04,1.6,2.73,3.44,3.23,1.83
h_0,14.34,11.2,12.34,11.81,11.66,10.71,,4.78,3.38,2.94,3.3,2.66,5.29,2.77,3.06,2.61
a_0,15.61,11.14,14.52,13.87,13.79,,3.86,4.27,4.25,3.74,2.51,3.56,3.19,1.7,2.26,2.57
e_0,22.06,22.09,17.85,11.0,12.37,12.87,4.92,5.26,4.06,4.16,3.59,1.79,3.26,5.73,1.6,2.28
g_0,16.91,12.49,15.94,17.74,14.7,11.62,4.51,8.28,3.64,4.53,4.62,4.69,3.28,3.96,5.39,
