,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,0.92,1.19,0.97,0.91,0.64,0.41,0.44,0.38,0.45,0.39,0.37,0.3,0.34,0.29,0.32
d_1,1.1,1.0,1.0,0.91,0.83,0.73,0.46,0.38,0.52,0.42,0.43,0.39,0.33,0.37,0.35,0.25
e_1,0.84,1.0,1.0,1.12,0.98,0.73,0.5,0.51,0.45,0.61,0.42,0.47,0.39,0.35,0.37,0.35
c_1,1.03,1.08,0.87,1.0,1.28,0.78,0.47,0.46,0.38,0.35,0.35,0.39,0.4,0.34,0.34,0.34
b_1,1.11,1.22,1.03,0.79,1.0,1.15,0.55,0.49,0.53,0.46,0.48,0.46,0.41,0.37,0.38,0.41
a_1,1.55,1.34,1.41,1.29,0.9,1.0,0.71,0.64,0.64,0.6,0.64,0.57,0.53,0.5,0.47,0.45
h_1,2.43,2.15,2.07,2.11,1.79,1.36,1.0,1.11,0.92,0.88,0.87,0.84,0.85,0.8,0.73,0.8
g_1,2.25,2.54,1.9,2.21,2.0,1.54,0.91,1.0,0.96,0.87,0.87,1.04,0.66,0.74,0.79,0.74
c_0,2.61,1.99,2.24,2.6,1.89,1.44,1.11,1.06,1.0,1.12,1.16,0.92,0.85,0.87,0.74,0.7
d_0,2.11,2.39,1.7,2.9,2.16,1.61,1.14,1.11,0.87,1.0,0.98,0.97,0.83,0.8,0.79,0.8
b_0,2.59,2.3,2.32,2.92,2.12,1.5,1.16,1.12,0.83,1.06,1.0,0.93,0.9,1.16,0.8,0.74
f_0,2.63,2.62,2.06,2.59,2.26,1.71,1.19,0.92,1.11,1.08,1.06,1.0,0.97,0.9,1.2,0.66
h_0,3.26,2.92,2.66,2.5,2.37,1.91,1.23,1.46,1.15,1.12,1.12,0.99,1.0,0.93,0.88,0.98
a_0,2.93,2.66,2.8,2.92,2.68,1.98,1.2,1.3,1.11,1.21,0.88,1.05,1.07,1.0,1.01,0.88
e_0,3.42,2.82,2.83,2.88,2.61,2.04,1.4,1.26,1.33,1.23,1.28,0.85,1.15,1.04,1.0,0.81
g_0,3.16,3.96,2.86,2.89,2.4,2.14,1.27,1.32,1.35,1.2,1.32,1.5,1.04,1.2,1.22,1.0
