,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,2.29,0.96,0.74,0.95,0.74,0.59,1.55,1.38,3.1,1.54,1.64,1.66,2.25,1.66,1.09,1.62
f_1,1.5,2.31,0.74,0.79,0.71,0.51,1.46,1.23,1.7,1.26,0.97,1.34,1.96,1.07,0.98,1.93
d_1,0.9,0.86,2.44,0.66,0.69,0.62,1.37,1.49,1.23,3.22,1.79,2.01,2.2,1.48,1.52,1.91
c_1,0.77,0.87,0.78,2.54,1.41,0.57,1.48,1.35,1.59,0.92,1.42,1.14,2.14,1.42,1.48,1.89
b_1,0.75,0.89,0.74,0.79,2.62,1.26,1.72,1.5,1.66,1.75,1.76,1.11,2.02,1.33,1.5,1.97
a_1,0.78,0.99,0.86,0.87,0.82,3.2,1.65,1.1,1.64,1.58,1.52,1.66,2.07,0.97,1.25,2.1
h_1,0.94,1.18,1.01,0.87,0.79,0.57,3.31,2.16,1.77,1.76,1.89,1.65,1.63,1.58,1.67,2.47
g_1,0.86,0.85,1.36,0.79,0.71,0.66,1.74,3.55,1.71,1.88,2.88,1.63,2.32,1.78,2.14,1.69
d_0,0.82,0.97,0.67,1.5,0.92,0.66,1.78,1.35,2.93,1.44,1.79,1.64,2.33,1.75,1.64,2.24
c_0,1.03,0.98,1.01,0.64,0.69,0.66,1.7,1.64,1.91,3.1,2.11,3.55,2.5,2.07,1.84,2.6
f_0,0.76,0.79,1.04,1.04,0.84,0.74,1.81,1.7,2.05,1.98,3.28,2.13,2.59,1.91,3.37,2.6
b_0,1.03,0.96,1.1,0.85,0.67,0.52,1.67,1.7,1.76,1.64,1.98,3.21,2.69,3.45,2.02,2.46
h_0,0.93,1.22,1.06,0.89,0.78,0.71,1.19,1.92,1.93,1.6,1.82,1.7,1.74,1.37,1.77,2.78
a_0,1.0,1.03,1.0,0.83,0.8,0.55,1.8,1.6,1.82,1.78,1.93,1.71,2.51,3.27,1.97,2.22
e_0,0.66,1.18,1.04,0.87,0.86,0.57,1.9,1.65,1.93,2.13,1.66,1.97,2.53,2.07,3.38,2.51
g_0,0.77,0.77,1.53,1.0,0.73,0.61,1.65,1.41,1.71,2.03,2.54,2.04,2.47,1.69,1.61,1.76
