,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.44,0.91,1.93,1.83,2.11,1.41,0.52,0.39,0.53,0.37,0.35,0.44,0.26,0.34,0.65,0.27
f_1,1.74,0.43,1.69,1.56,1.94,1.44,0.33,0.4,0.57,0.31,0.33,0.81,0.2,0.28,0.33,0.27
c_1,1.33,1.9,0.42,2.04,1.6,2.27,0.48,0.2,0.57,0.76,0.35,0.34,0.25,0.36,0.31,0.28
d_1,2.15,1.97,1.94,0.41,1.82,1.66,0.59,0.75,0.28,0.31,0.33,0.3,0.21,0.36,0.36,0.16
b_1,1.98,2.64,1.03,1.99,0.39,1.96,0.54,0.45,0.61,0.56,1.12,0.4,0.37,0.55,0.38,0.32
a_1,2.93,2.19,2.7,2.89,1.08,0.32,0.83,0.62,0.87,0.48,0.64,0.49,0.33,1.06,0.46,0.33
h_1,2.77,3.2,2.58,3.06,2.95,2.44,0.31,0.63,0.95,0.54,0.62,0.62,0.77,0.69,0.66,0.41
d_0,1.62,3.19,3.72,6.65,3.6,3.11,0.98,0.37,1.22,0.65,0.67,0.64,0.48,0.62,0.66,0.59
g_1,3.45,4.0,3.39,2.51,3.3,3.0,0.68,0.71,0.29,0.73,0.6,0.59,0.37,0.7,0.63,0.62
c_0,2.9,3.61,8.58,1.64,3.31,3.38,1.22,1.07,0.82,0.36,0.72,0.67,0.5,0.56,0.79,0.46
b_0,2.97,3.46,4.63,2.9,5.63,3.28,0.96,0.76,1.1,0.37,0.35,0.66,0.47,0.54,0.66,0.56
f_0,2.98,7.02,3.42,3.22,3.55,3.75,0.96,0.75,0.62,0.72,0.64,0.33,0.56,0.76,0.62,0.3
h_0,3.37,4.23,4.15,3.36,3.95,3.39,1.79,0.97,0.98,0.72,0.78,0.85,0.86,0.68,0.76,0.58
a_0,3.67,4.96,4.33,3.29,5.95,7.67,1.13,0.95,1.47,0.7,0.42,0.79,0.62,0.31,0.88,0.59
e_0,5.45,6.58,4.28,4.09,3.98,3.44,1.3,0.83,0.95,0.72,0.81,0.42,0.64,0.71,0.31,0.55
g_0,4.42,5.47,5.36,4.04,3.94,4.09,1.11,0.88,1.78,0.93,1.0,0.83,0.43,0.83,0.78,0.94
