,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,10461.85,5748.6,5970.03,12550.41,16154.25,80844.14,10906393.06,12119254.02,29504831.42,18115041.16,41778388.5,45035013.27,148125960.04,171270905.16,149429551.73,535051314.49
f_1,7521.13,11267.38,6826.1,9649.1,14020.2,95611.22,10395142.05,12027010.27,18289414.76,18786013.99,37017841.28,32457594.96,145089191.76,138948915.06,143364512.52,490083971.71
d_1,4672.28,5520.78,16739.63,7814.44,14034.16,114759.48,10045924.3,16301866.53,12444751.12,34631385.65,50823955.15,51952919.87,158458964.25,146977519.44,266870663.02,537045198.59
c_1,4157.4,5272.22,6918.84,24092.95,28654.41,104221.28,9389997.91,12556686.56,16785429.68,11420674.98,24523215.39,50118459.23,156441398.57,133388010.63,214226776.88,484576381.54
b_1,4550.29,5678.6,7567.75,8860.68,42620.42,208797.22,9667143.48,11082778.09,17049042.43,19150579.72,30122629.9,47305950.13,152370372.73,121061713.26,203650982.65,491619029.82
a_1,5090.38,5856.21,7597.29,9324.45,12866.74,425215.48,10900334.97,13702816.56,17566995.89,20466797.08,43337418.29,50059181.89,166011307.83,108621296.98,257176711.32,482524190.4
h_1,4966.05,7316.0,8661.65,9790.08,16492.95,96679.77,19539609.46,15951084.89,15825896.92,19839339.14,42190724.39,49588633.34,121052599.23,136389029.71,199722369.93,712147239.13
g_1,4442.25,5238.55,10812.24,10519.96,16219.63,101151.47,10681110.35,26889917.6,17431588.03,22134970.2,49890628.34,73805702.03,151165876.64,161032923.68,274381158.07,575673449.61
d_0,5059.53,5494.75,5756.84,17519.96,19658.07,88897.33,11559416.83,14287285.38,27248987.66,11079864.84,31105616.41,53966259.48,161312325.3,160345002.59,232937692.23,552734737.44
c_0,5546.87,6110.84,8322.9,9664.49,12854.13,97469.1,10867748.7,16084528.82,19743933.42,30401594.05,76314870.99,57052504.89,171818088.25,219046473.44,243995621.89,602605540.82
b_0,5278.92,6223.69,8238.13,11332.48,14242.74,83378.39,12162567.49,16532587.19,20307162.5,20046736.52,64795336.82,51774411.71,173083317.17,302450858.34,223235296.1,595926057.71
f_0,4340.27,4548.95,8683.9,12325.77,19683.63,105220.94,9954560.53,15394190.16,19786804.31,20223285.29,44196133.6,92744218.19,211159537.47,158934390.24,503860836.27,639665230.75
h_0,4807.84,6962.05,8548.2,11204.65,16291.06,94664.24,8855202.65,18280685.64,17855073.36,21226688.43,38772878.0,53130145.18,138162998.8,173073756.79,223778841.79,787404573.34
a_0,5123.96,6786.98,7875.14,11691.23,15597.6,68682.4,12849554.2,15148454.72,18500910.91,19800961.32,42770841.22,48896311.47,172532534.94,313438019.27,213950801.29,533399386.58
e_0,3845.65,4820.01,8734.57,12482.5,18855.87,116160.91,11152859.39,15206839.39,20568082.27,22990719.54,45729576.35,60974864.6,188258156.61,149326820.44,476837158.2,648805298.95
g_0,4516.82,4619.3,11781.89,10550.31,17160.59,98203.61,10257415.74,13184100.21,15190406.95,21778345.61,38545119.92,79611099.18,166577712.77,146368013.9,336757399.56,489237020.68
