,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.36,0.43,0.28,0.27,0.23,0.27,0.58,0.36,0.61,0.76,0.7,,0.69,0.43,0.61,0.87
e_1,0.23,2.39,0.28,0.31,0.31,0.24,0.52,0.57,0.5,1.11,0.58,0.67,0.68,0.59,,0.55
d_1,0.26,0.25,2.48,0.22,0.31,0.23,0.54,0.61,0.98,,0.5,0.71,0.81,0.76,0.72,0.67
c_1,0.27,0.27,0.33,2.58,0.41,0.2,0.69,0.46,,0.51,0.68,0.63,0.74,0.6,0.65,0.78
b_1,0.31,0.26,0.27,0.28,2.71,0.48,0.58,0.65,0.61,0.62,,0.57,0.63,0.56,0.59,0.7
a_1,0.29,0.24,0.3,0.4,0.2,3.29,0.52,0.5,0.7,0.63,0.56,0.62,,,,
h_1,0.63,0.56,0.52,0.48,0.47,0.65,3.78,1.21,1.18,1.43,0.97,1.0,,1.09,1.31,2.18
g_1,0.56,0.41,0.68,0.53,0.57,0.57,1.01,4.26,0.75,0.95,1.19,1.9,1.88,0.99,1.0,
c_0,0.68,0.79,0.56,,0.49,0.51,1.11,1.22,3.59,1.3,2.33,1.27,1.54,1.27,1.04,1.96
d_0,0.63,0.46,,0.96,0.64,0.69,0.94,1.43,1.21,3.42,1.7,1.28,2.24,1.34,1.39,2.01
b_0,0.59,0.54,0.63,0.53,,0.66,1.5,1.19,1.22,1.22,3.71,1.09,1.95,2.71,1.45,1.93
f_0,,0.59,0.55,0.59,0.75,0.7,1.5,0.98,1.66,1.39,1.57,4.05,1.69,,1.3,1.82
h_0,1.06,0.79,0.74,0.82,0.6,,,1.62,1.85,1.63,1.55,1.4,,1.56,2.84,2.35
a_0,0.69,0.67,0.58,0.74,0.7,,1.38,0.99,1.59,1.34,1.03,,1.97,4.32,1.54,
e_0,0.7,,0.51,0.58,0.64,,1.24,1.54,1.64,1.54,1.53,1.6,1.37,1.54,4.88,
g_0,0.55,0.91,1.27,0.67,0.92,,1.18,,1.6,1.17,1.16,2.15,1.86,,,
