,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.43,0.59,1.01,1.05,0.88,0.78,0.26,0.29,0.21,0.21,0.2,0.23,0.13,0.18,0.27,0.16
f_1,0.89,0.42,0.86,0.92,0.88,0.87,0.21,0.31,0.18,0.18,0.2,0.22,0.1,0.17,0.15,0.15
d_1,1.06,1.07,0.4,1.08,1.02,0.83,0.23,0.18,0.18,0.28,0.17,0.19,0.13,0.18,0.16,0.09
c_1,0.84,0.97,1.36,0.39,0.95,0.9,0.28,0.3,0.28,0.12,0.23,0.2,0.15,0.2,0.18,0.14
b_1,0.99,1.17,1.3,0.59,0.38,1.1,0.35,0.31,0.29,0.2,0.31,0.24,0.18,0.24,0.22,0.17
a_1,1.27,1.34,1.17,1.28,0.72,0.32,0.38,0.32,0.32,0.29,0.42,0.29,0.25,0.38,0.25,0.17
h_1,1.82,1.94,1.52,1.85,1.87,1.34,0.28,0.54,0.34,0.35,0.34,0.36,0.32,0.35,0.3,0.25
g_1,1.78,2.07,1.73,1.95,1.96,1.73,0.45,0.27,0.4,0.42,0.37,0.37,0.22,0.36,0.35,0.25
c_0,2.07,2.09,1.22,3.02,2.22,1.69,0.55,0.49,0.29,0.62,0.41,0.41,0.31,0.39,0.43,0.25
d_0,1.32,2.04,2.9,1.95,1.98,1.86,0.65,0.59,0.48,0.31,0.5,0.44,0.31,0.38,0.51,0.36
b_0,1.95,2.09,1.78,2.62,2.51,1.65,0.59,0.53,0.26,0.5,0.27,0.36,0.3,0.38,0.38,0.25
f_0,1.88,2.6,2.1,2.37,2.15,1.86,0.53,0.36,0.44,0.45,0.45,0.27,0.31,0.41,0.55,0.22
h_0,2.12,2.57,2.19,2.44,2.22,1.84,0.83,0.66,0.45,0.52,0.44,0.46,0.4,0.42,0.48,0.35
a_0,2.26,2.64,1.91,2.96,2.74,2.52,0.71,0.62,0.36,0.61,0.29,0.48,0.28,0.27,0.5,0.29
e_0,3.15,3.54,2.45,2.31,2.33,2.12,0.79,0.59,0.52,0.55,0.63,0.32,0.4,0.51,0.27,0.35
g_0,2.55,2.98,2.03,3.16,3.15,2.4,0.58,0.91,0.49,0.61,0.51,0.54,0.33,0.48,0.54,0.42
