,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,0.96,0.9,0.59,0.56,0.53,0.36,0.36,0.32,0.34,0.4,0.31,0.28,0.33,0.29,0.29,0.18
e_1,0.6,0.96,0.59,0.72,0.55,0.43,0.42,0.36,0.37,0.58,0.38,0.38,0.35,0.28,0.32,0.25
d_1,0.73,0.64,0.96,0.48,0.53,0.45,0.41,0.38,0.59,0.35,0.42,0.34,0.36,0.26,0.3,0.25
c_1,0.66,0.55,0.69,0.96,0.84,0.42,0.42,0.35,0.32,0.32,0.27,0.35,0.33,0.23,0.32,0.26
b_1,0.69,0.65,0.69,0.54,0.95,0.7,0.48,0.4,0.43,0.4,0.32,0.34,0.41,0.25,0.32,0.28
a_1,0.89,0.72,0.75,0.72,0.56,0.94,0.53,0.45,0.42,0.46,0.48,0.39,0.4,0.28,0.37,0.34
h_1,1.14,0.85,1.07,0.86,0.69,0.57,0.81,0.65,0.56,0.52,0.59,0.5,0.46,0.43,0.56,0.41
g_1,1.01,0.93,1.25,0.86,0.82,0.62,0.57,0.8,0.65,0.47,0.57,0.66,0.49,0.42,0.43,0.38
c_0,1.11,0.99,0.95,0.9,0.78,0.71,0.67,0.61,0.76,0.64,0.87,0.6,0.6,0.53,0.57,0.43
d_0,1.03,0.89,0.91,1.45,0.97,0.63,0.62,0.64,0.45,0.71,0.57,0.51,0.51,0.4,0.5,0.45
b_0,1.16,0.98,1.03,1.05,0.89,0.59,0.72,0.67,0.59,0.6,0.75,0.63,0.62,0.76,0.56,0.46
f_0,1.1,0.91,1.11,1.03,0.91,0.77,0.78,0.62,0.69,0.62,0.61,0.73,0.59,0.49,0.52,0.71
h_0,1.38,1.16,1.12,0.99,0.9,0.73,0.67,0.79,0.65,0.65,0.6,0.62,0.54,0.52,0.66,0.37
a_0,1.25,1.04,1.28,1.12,1.04,0.64,0.82,0.78,0.71,0.69,0.61,0.59,0.67,0.7,0.61,0.48
g_0,1.19,1.04,1.52,1.04,0.97,0.79,0.77,0.68,0.72,0.62,0.68,0.8,0.59,0.52,0.52,0.57
e_0,1.39,0.94,1.25,1.11,1.0,0.77,0.82,0.76,0.75,0.57,0.68,0.62,0.73,0.55,0.57,0.69
