,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.51,0.72,0.92,0.69,0.65,0.56,0.87,1.36,0.73,0.8,0.9,0.96,0.96,0.81,0.58,0.87
f_1,1.15,1.52,0.72,0.73,0.64,0.47,0.69,0.9,0.77,0.84,0.88,0.55,0.79,0.73,0.55,0.89
c_1,0.68,0.82,1.54,0.78,1.17,0.52,0.77,0.72,0.71,0.4,0.57,0.76,0.91,0.72,0.71,0.84
d_1,0.79,0.8,0.56,1.56,0.74,0.61,0.83,0.71,0.84,1.43,1.0,0.88,0.92,0.86,0.8,0.78
b_1,0.72,0.77,0.66,0.71,1.61,1.22,0.92,0.85,0.82,0.93,0.6,0.8,1.12,0.67,0.82,0.9
a_1,0.82,0.98,0.96,0.82,0.54,1.75,1.01,0.92,0.74,0.85,1.15,0.9,1.01,0.55,0.89,0.98
h_1,0.84,1.37,1.11,1.02,0.88,0.73,1.78,0.96,1.18,0.94,1.11,0.87,1.13,0.9,1.05,1.46
d_0,0.89,0.98,1.71,0.58,1.03,0.84,1.33,1.64,1.04,0.83,1.06,1.07,1.3,0.84,1.06,1.07
g_1,1.02,0.9,0.96,1.46,0.87,0.72,1.1,1.01,1.85,1.16,1.21,1.53,1.08,0.9,1.05,0.91
c_0,1.31,1.11,1.0,0.92,0.72,0.84,1.28,1.4,1.14,1.66,1.82,1.05,1.27,1.1,0.96,1.14
b_0,1.1,0.98,1.33,1.08,0.72,0.65,1.2,1.24,1.04,1.02,1.69,1.12,1.23,1.79,1.2,1.29
f_0,0.93,1.01,1.11,1.02,0.98,0.89,1.46,1.25,1.11,1.38,1.32,1.74,1.39,1.08,2.01,1.19
h_0,0.97,1.55,1.05,1.17,0.79,0.75,1.03,1.1,1.4,1.25,1.24,1.23,1.12,1.12,1.13,1.53
a_0,1.18,1.09,1.12,1.22,1.05,0.52,1.26,1.38,1.17,1.28,1.01,1.17,1.31,1.75,1.19,1.31
e_0,0.88,1.45,1.29,1.07,0.97,0.85,1.42,1.23,1.25,1.35,1.22,0.99,1.53,1.09,1.79,1.36
g_0,0.94,1.14,1.1,1.59,0.92,0.85,1.09,1.11,0.96,1.34,1.32,1.63,1.47,1.19,1.23,1.14
