,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.41,0.89,0.82,0.75,0.82,0.67,0.32,0.45,0.34,0.36,0.34,0.45,0.24,0.35,0.31,0.35
e_1,0.53,0.41,0.86,0.82,0.94,0.85,0.52,0.5,0.5,0.44,0.39,0.49,0.34,0.37,0.56,0.36
d_1,0.87,0.84,0.4,0.85,0.81,0.82,0.4,0.3,0.55,0.37,0.35,0.32,0.28,0.33,0.37,0.22
c_1,0.77,0.77,0.91,0.39,0.96,0.68,0.48,0.43,0.22,0.44,0.33,0.34,0.29,0.35,0.34,0.3
b_1,0.87,0.77,0.83,0.5,0.36,1.22,0.51,0.48,0.4,0.44,0.73,0.42,0.37,0.38,0.38,0.36
a_1,1.03,0.87,0.8,1.03,0.4,0.3,0.46,0.47,0.39,0.43,0.53,0.36,0.37,0.61,0.4,0.31
h_1,0.81,0.63,0.72,0.77,0.62,0.61,0.25,0.46,0.36,0.31,0.34,0.31,0.38,0.3,0.36,0.34
g_1,0.8,0.7,0.72,0.82,0.75,0.69,0.28,0.23,0.32,0.27,0.32,0.4,0.24,0.32,0.3,0.31
d_0,0.81,0.46,0.91,0.93,0.71,0.72,0.38,0.48,0.25,0.32,0.34,0.29,0.28,0.35,0.36,0.3
c_0,0.78,0.66,0.47,1.15,0.75,0.66,0.43,0.42,0.43,0.24,0.43,0.34,0.32,0.38,0.29,0.31
b_0,0.77,0.69,0.66,1.09,0.83,0.64,0.37,0.36,0.32,0.19,0.23,0.3,0.26,0.41,0.31,0.3
f_0,1.11,0.61,0.68,0.82,0.67,0.68,0.39,0.29,0.4,0.31,0.32,0.22,0.3,0.31,0.36,0.18
h_0,0.81,0.65,0.68,0.74,0.81,0.68,0.44,0.39,0.35,0.26,0.3,0.29,0.34,0.29,0.27,0.3
a_0,0.76,0.72,0.68,0.78,0.98,0.8,0.42,0.4,0.34,0.28,0.19,0.33,0.27,0.21,0.35,0.26
e_0,0.96,0.85,0.61,0.84,0.78,0.61,0.37,0.37,0.29,0.34,0.32,0.19,0.32,0.27,0.19,0.24
g_0,0.78,0.64,0.73,0.76,0.7,0.79,0.29,0.44,0.31,0.27,0.32,0.32,0.21,0.28,0.3,0.34
