,e_1,f_1,c_1,d_1,b_1,a_1,h_1,g_1,d_0,b_0,c_0,f_0,a_0,h_0,e_0,g_0
e_1,10622.66,4201.9,4559.36,4111.82,5305.03,21049.72,2730896.77,5896594.96,17943695.95,11276731.49,13378401.95,20352343.25,70014172.21,98477787.92,49931970.19,229156413.0
f_1,4288.81,16950.39,4422.57,3681.01,5707.88,13820.7,2334568.56,6388716.55,10530409.09,11604850.55,13650454.62,7316256.59,59197566.24,114650433.48,90119527.27,163048165.47
c_1,1922.8,3367.86,20082.33,3975.73,11826.77,15965.1,3128191.95,6799032.71,10590495.6,8738435.4,4156759.51,30086991.27,74490070.8,107880353.77,101033448.82,217115782.46
d_1,1923.95,3357.17,3390.87,22272.94,6624.39,17706.3,3945651.78,8707840.46,5763781.61,15320731.74,27174519.87,27822799.01,66621052.57,92043234.33,127171463.73,172443375.86
b_1,2217.5,3649.28,3745.75,4061.19,36767.6,37252.25,3408685.01,5479498.16,8825940.69,3776998.78,14268876.38,21198135.51,54318154.7,124720616.72,97062671.88,214015935.92
a_1,2308.33,3812.68,3975.63,4872.14,5979.82,135772.51,4406382.75,7484108.05,10004315.98,10616974.08,12653164.6,21893909.31,39917699.51,120954675.49,101665642.55,193724082.84
h_1,2563.43,6027.11,3829.1,5522.73,8781.58,15411.4,11357981.11,11500604.52,12426764.97,13537240.45,16946021.97,25015235.23,74962675.34,75815621.89,163885542.69,348517690.37
g_1,2611.57,3831.52,4523.14,8721.18,6733.25,15801.71,3797307.53,29262423.29,10195419.51,13410068.45,14807698.32,47567656.32,57995242.33,120224797.79,151362727.13,145719715.51
d_0,2678.26,4505.7,9711.5,2313.6,8889.99,19239.77,3558188.74,7385410.56,26781653.77,15099872.53,12178990.45,29448782.36,86114147.7,146829088.27,142877240.92,221364891.84
b_0,3114.91,4263.45,5137.9,6489.87,3018.21,18879.14,4141807.0,9058966.36,11185782.65,31619391.2,21128590.47,36873517.84,198806736.05,154851271.19,155333662.88,268183782.22
c_0,3227.47,4532.51,3005.17,6278.34,5050.09,24305.99,4023537.24,8650621.83,13992230.93,29207371.07,37161968.08,32604290.08,104228774.24,146798757.95,166303061.04,253828726.26
f_0,2379.82,1929.27,5735.99,5733.67,9453.91,19032.67,4115946.23,9662656.45,13261121.92,15833128.05,16284511.76,81685618.45,109366571.19,152303400.73,333448987.34,246293663.84
a_0,2692.32,4554.84,4942.53,6363.14,9180.74,8912.62,3454719.25,7792759.34,13417856.66,16378389.69,17369672.52,28649927.53,246846789.49,189539054.71,152451667.62,302417466.78
h_0,3000.46,6457.57,5247.87,6044.4,6698.63,18884.97,2214113.76,12144380.86,10700443.17,13598384.27,15727251.67,29573984.17,87794423.75,68728509.4,105953908.99,292576755.63
e_0,1969.42,5408.69,5421.24,5326.03,7083.02,17297.83,3883916.01,8224316.15,12513546.32,16681528.57,18324012.99,38887568.36,120926249.96,168165501.73,383237543.17,319033164.39
g_0,3148.45,3463.29,4607.62,9037.47,7154.05,20854.63,3336203.55,4355200.98,11295430.65,18770835.59,17969945.29,51092758.76,99520648.25,128004387.14,139652716.73,202703607.79
