,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.07,5.15,8.92,9.0,9.08,7.42,3.41,3.91,3.27,2.86,3.32,2.62,1.94,2.13,,2.24
f_1,11.64,1.07,11.08,8.23,8.35,6.42,2.79,2.88,3.09,2.15,,2.09,1.73,2.4,1.99,2.32
d_1,12.82,9.29,1.07,13.18,9.56,10.55,3.46,2.15,,4.58,2.48,2.93,2.29,2.5,2.38,1.35
c_1,10.75,9.32,8.66,1.07,11.04,12.89,4.54,3.63,2.17,,2.82,2.91,2.47,,2.38,1.75
b_1,10.51,12.73,10.97,7.13,1.07,14.92,3.36,5.72,2.47,5.41,3.73,,2.01,2.79,2.46,2.42
a_1,13.97,17.39,12.86,14.9,8.08,1.07,5.49,4.76,4.87,3.37,,5.49,3.82,,3.09,4.12
h_1,14.06,13.18,12.79,11.77,13.86,13.46,1.41,4.77,4.02,3.14,3.77,3.27,,3.38,3.04,3.38
g_1,17.3,18.15,21.85,18.17,11.88,16.06,4.5,1.41,4.95,4.0,5.25,4.9,2.8,4.79,3.22,
d_0,9.14,14.21,,13.58,17.34,14.58,5.46,5.94,1.68,3.92,3.92,3.82,3.04,4.32,3.72,3.29
c_0,16.38,21.03,7.2,,11.83,12.24,7.05,6.37,6.35,1.72,4.32,6.4,3.51,4.46,3.89,2.89
f_0,14.7,,18.07,16.72,13.39,,6.98,3.72,5.83,4.66,1.7,6.18,4.4,3.03,6.15,2.07
b_0,19.77,18.1,17.56,17.9,,13.46,6.35,5.62,4.45,2.77,4.69,1.75,3.31,5.58,4.8,3.2
h_0,17.27,17.55,15.51,14.16,16.47,10.64,,6.78,4.72,5.66,3.09,4.86,,3.22,4.88,4.08
a_0,23.66,25.88,20.78,,25.76,,7.65,7.75,6.15,6.34,8.29,3.68,5.48,1.73,,5.97
e_0,,36.14,25.32,20.91,25.59,20.55,10.11,10.26,5.5,7.17,3.49,7.34,4.09,,1.76,4.2
g_0,17.43,20.51,28.26,23.16,17.95,13.29,6.02,,7.18,6.41,7.96,4.71,3.74,4.37,4.2,
