,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,106.77,104.03,84.52,107.7,159.14,457.17,7294.34,26863.98,20748.36,23076.23,45002.58,49227.63,113804.66,126130.8,191009.95,142212.03
e_1,68.7,110.52,75.81,132.69,164.51,513.65,8574.32,36032.19,23076.44,25204.03,46544.92,66293.24,118562.6,128436.05,194411.77,153994.94
d_1,67.89,73.82,129.21,85.69,147.04,518.51,7575.36,20011.73,19623.81,35574.47,47947.39,60464.68,124104.45,118847.15,176340.62,168657.69
c_1,62.13,59.81,85.98,145.57,211.23,517.46,6735.4,16894.67,21933.57,17969.4,29553.12,52396.0,118832.76,101151.77,161261.94,142744.95
b_1,53.63,52.99,68.45,81.06,209.96,708.85,6166.71,17937.44,17616.83,20793.32,31799.01,42845.44,85884.38,78591.57,155683.44,124564.92
a_1,41.49,38.89,46.04,55.51,69.94,557.88,4692.45,14834.75,13285.12,15157.61,29890.57,31962.53,68867.91,65628.59,100621.78,90627.7
h_1,23.0,19.17,25.0,27.76,42.94,129.47,2799.37,6157.57,7428.82,6108.37,11576.04,15018.02,30979.23,30538.66,64064.92,44226.09
d_0,13.52,11.96,15.38,30.81,36.09,87.95,1652.55,5588.59,4363.58,3931.4,8055.74,11388.47,24037.38,23443.43,40270.65,37227.25
g_1,13.81,13.75,23.06,18.15,29.63,98.71,1396.77,4010.52,6205.64,4875.29,8152.24,15015.69,21540.47,23213.35,30796.78,32139.81
c_0,15.37,15.08,16.5,19.01,25.63,89.19,1648.1,5267.28,4341.77,6129.69,13531.08,11482.06,25371.97,31528.08,40713.99,35363.99
b_0,12.09,12.21,15.1,17.24,21.47,64.8,1450.29,4179.4,3809.28,4044.27,9285.27,9995.02,21806.09,33032.89,32341.0,27609.87
f_0,10.12,9.21,13.5,15.45,28.06,75.97,1286.93,3773.63,3381.07,3819.07,7044.67,10987.38,18889.6,18573.4,24676.25,41741.34
h_0,10.12,8.76,10.95,12.53,21.13,59.92,833.81,2601.5,3514.94,2765.17,5264.35,7065.71,14347.2,14398.86,25878.59,19264.59
a_0,8.7,8.0,10.56,13.72,20.74,54.42,1077.18,2926.02,2699.21,2728.52,4555.39,6597.4,15110.84,19158.69,22527.2,18180.85
g_0,6.79,7.43,11.51,11.58,17.53,59.78,768.35,2317.62,2366.86,2657.39,4815.12,7969.46,12971.63,12697.37,17832.84,20034.93
e_0,8.28,6.58,10.04,10.53,17.6,55.35,908.6,2209.37,2685.66,2554.83,5158.28,5524.93,14831.26,14352.83,19424.53,25585.92
