,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,9794.47,2580.28,3294.27,5743.15,6280.95,33098.22,3313637.35,5759913.58,18154669.65,12878165.24,15211718.35,35479438.88,64458784.1,96454198.86,51288573.59,243602338.24
f_1,3920.31,11791.24,3316.25,4114.05,5867.67,30311.46,2893727.41,4293545.09,8628003.33,10578812.53,14183539.27,12888201.06,44172187.59,73584746.11,81816578.05,289160375.31
d_1,1888.43,2751.92,18124.6,3389.72,6476.9,31224.64,3708980.31,6232113.9,5319248.74,23471935.76,17907256.32,44597580.67,55418775.45,86573646.4,136590883.19,397446626.81
c_1,2045.49,2212.6,3837.24,22122.72,13830.54,26835.36,3166885.66,5799302.37,8794730.06,4206624.29,9499195.07,32434659.46,52849264.8,73716575.76,118238609.66,278965804.97
b_1,2088.45,2918.48,3612.46,3824.26,41136.73,64211.56,2794052.24,6778100.88,8640611.17,6950053.95,4958411.38,37932091.28,38153526.15,99027850.22,108687047.61,313239128.06
a_1,1980.24,2738.06,3502.31,4156.61,7455.26,287684.91,3506599.22,6399417.67,8143575.11,12607226.12,15305724.09,41008038.0,34449261.79,103829283.07,147363619.33,300057291.3
h_1,2144.48,4488.32,4517.28,5536.0,8472.29,32851.36,11114687.12,9479217.0,9835048.6,12735184.08,17223733.42,47694524.59,62745289.63,56611433.85,155248108.12,509171465.72
g_1,2592.34,2268.5,6960.48,5892.02,7541.9,26142.61,4089144.59,23247140.18,11950603.77,13527437.87,15756648.08,73830219.44,67736171.54,123828984.67,143251736.2,196671615.36
d_0,2871.7,2903.46,2377.67,9790.43,8437.29,37565.18,4083333.87,6738398.83,23824292.21,11009907.29,16760404.92,48017612.18,62796931.85,104276235.12,161236553.66,349935090.21
c_0,2697.56,3181.42,5134.35,3748.99,6918.51,36475.3,4081810.54,7095817.8,12942917.13,32141494.22,38534550.32,65214116.01,84922035.27,137052680.2,162325634.98,412555740.8
b_0,3015.2,3495.05,4529.37,5293.73,4668.18,30771.14,4158277.45,6840756.82,13041740.22,16284333.74,43738474.73,58100060.09,152874498.02,123195823.2,156850547.61,366178513.41
f_0,2189.04,1672.4,4879.1,5597.3,7152.07,63406.59,3514887.04,6738782.81,15647388.11,17823984.34,17762385.65,130447799.96,81293184.08,142440567.75,351614762.78,435883230.78
a_0,2808.84,3495.68,4726.66,4984.07,9712.31,17680.82,4423512.4,6814740.52,11314095.18,15802644.52,20880202.44,61667227.58,159709611.2,114842248.14,214046608.59,453756655.12
h_0,2625.93,4689.92,4843.75,5910.42,8428.65,36589.46,2265436.59,7437739.54,10786174.7,13115143.27,17022286.25,40669122.47,57839279.33,57577338.47,182719995.57,528944005.24
e_0,1740.57,3572.13,4428.46,6138.72,7886.29,44864.47,5170078.27,7504328.88,10838503.45,14034535.28,18238928.38,51173624.73,63220201.0,105267490.63,452975406.39,489705988.99
g_0,2062.87,3152.89,8319.7,5403.81,6668.82,31362.4,3677536.71,4901456.56,10102173.37,17285710.17,17059697.87,83662194.79,58075358.02,105844298.8,178448619.05,260821185.25
