,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.47,1.17,1.31,1.52,4.62,15.09,22.94,33.57,28.04,38.38,,76.06,74.14,93.02,129.05
e_1,0.68,1.0,1.04,1.15,1.34,3.38,22.27,22.64,31.1,41.29,41.37,43.15,91.75,62.58,,135.31
d_1,0.85,0.97,1.0,0.85,1.17,2.59,15.41,30.73,17.5,,37.28,44.96,69.86,65.85,96.5,61.27
c_1,0.76,0.87,1.17,1.0,1.5,2.15,14.51,,22.95,19.15,37.9,33.75,66.42,49.46,61.57,92.34
b_1,0.66,0.75,0.85,0.67,1.0,,11.82,17.19,29.79,24.1,,28.02,61.19,58.07,68.14,74.81
a_1,0.22,0.3,0.39,0.47,,1.0,6.37,10.77,12.09,10.99,13.17,10.02,27.31,,,
h_1,0.07,0.04,0.06,0.07,0.08,0.16,1.0,1.32,1.48,2.05,3.21,2.24,,3.62,4.41,5.57
c_0,0.04,0.04,0.03,,0.06,0.09,0.76,1.0,0.91,1.24,2.08,1.72,2.58,3.23,4.24,3.35
g_1,0.03,0.03,0.06,0.04,0.03,0.08,0.67,1.1,1.0,1.02,1.22,1.57,1.91,3.56,,
d_0,0.04,0.02,,0.05,0.04,0.09,0.49,0.81,0.98,1.0,1.1,0.91,1.75,2.04,2.21,3.1
b_0,0.03,0.02,0.03,0.03,,0.08,0.31,0.48,0.82,0.91,1.0,1.11,1.7,2.85,2.06,3.91
f_0,,0.02,0.02,0.03,0.04,0.1,0.45,0.58,0.64,1.09,0.9,1.0,1.85,1.94,4.34,1.83
h_0,0.01,0.01,0.01,0.02,0.02,0.04,,0.39,0.52,0.57,0.59,0.54,,1.29,1.42,2.06
a_0,0.01,0.02,0.02,0.02,0.02,,0.28,0.31,0.28,0.49,0.35,0.52,0.78,1.0,1.3,1.17
e_0,0.01,,0.01,0.02,0.01,,0.23,0.24,,0.45,0.49,0.23,0.7,0.77,1.0,1.28
g_0,0.01,0.01,0.02,0.01,0.01,,0.18,0.3,,0.32,0.26,0.55,0.49,0.86,0.78,
