,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,99.07,44.22,94.95,81.7,104.06,274.56,10319.19,26280.23,15775.92,18361.79,30933.27,36728.56,72731.21,83371.57,95831.7,223882.93
f_1,73.91,100.24,77.47,69.22,100.88,220.42,7243.37,15316.43,13939.48,16237.89,29351.11,17280.31,72040.83,88820.22,103466.51,231997.13
c_1,31.19,37.41,151.86,69.56,146.31,252.79,7717.17,12195.69,13450.17,8694.35,20355.61,27790.47,54535.8,64952.15,109974.14,177327.67
d_1,36.68,47.93,53.54,160.05,84.44,199.71,8142.95,8542.42,11695.37,23842.61,26696.58,26328.46,66767.53,87842.02,112982.6,131537.3
b_1,33.51,34.16,59.01,69.67,199.31,344.19,6029.89,9908.19,9044.0,11983.46,11638.31,22705.4,65677.24,53390.02,86177.13,147644.56
a_1,25.31,27.84,44.34,57.43,48.34,426.01,5275.78,8328.12,10217.49,9995.27,17954.96,16661.33,40957.73,33066.95,70128.26,118498.59
h_1,10.39,16.62,17.57,18.35,24.31,52.18,3611.74,3371.8,3796.96,4091.15,6702.65,7187.9,12574.86,24757.57,27711.42,55717.46
d_0,7.09,10.55,27.18,11.34,25.86,49.39,1907.61,4623.92,2672.56,3310.0,5865.03,6791.36,16740.93,18664.21,31300.11,42915.32
g_1,8.17,9.23,14.46,23.65,22.72,42.48,1778.62,3245.05,5396.33,3935.8,6438.43,7782.8,13647.05,19805.0,27790.9,31243.09
c_0,9.05,11.49,12.18,15.99,15.99,46.34,2026.17,3014.12,2939.61,5409.47,10978.26,6625.81,15809.84,22075.48,28608.87,43674.42
b_0,8.23,8.3,14.34,15.4,11.62,41.09,1910.77,2631.75,2495.07,2518.33,7665.21,5947.56,11093.1,29590.09,20200.63,42907.67
f_0,6.15,7.01,13.31,14.77,19.1,52.39,1507.34,2712.58,2429.17,3030.32,5907.07,8225.38,12201.11,17561.61,39230.27,32270.74
h_0,6.32,8.67,10.85,10.1,12.88,31.89,860.74,1847.65,2246.58,2123.65,4375.22,4190.27,7491.63,11539.6,17487.08,31269.35
a_0,5.97,5.64,11.05,9.19,11.08,19.96,979.54,1976.36,1566.66,2029.87,3095.63,3457.65,10128.01,18160.54,17699.8,25693.1
e_0,3.3,5.83,8.69,8.88,12.54,30.28,955.16,1437.99,1616.2,1874.99,3858.87,3000.68,8899.79,9141.96,24405.05,23726.74
g_0,4.35,3.34,6.77,12.34,11.26,25.04,813.65,1258.99,1149.61,1617.85,2727.36,4527.12,7576.94,8384.66,12586.71,15489.15
