,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,5.7,0.64,0.54,0.63,0.6,0.54,2.07,2.03,2.66,6.01,3.01,3.21,2.93,3.84,1.01,3.67
f_1,0.97,5.74,0.66,0.6,0.61,0.58,2.1,1.84,2.61,2.46,2.84,0.41,2.98,3.96,2.05,3.46
d_1,0.54,0.71,5.94,0.41,0.62,0.59,2.5,2.47,5.26,0.57,3.22,3.3,2.88,4.19,2.76,4.51
c_1,0.65,0.48,0.6,7.08,1.1,0.53,2.01,2.0,0.3,3.29,3.03,3.04,2.23,4.06,2.96,5.04
b_1,0.62,0.56,0.71,0.51,7.76,1.23,2.0,2.15,2.59,2.4,0.51,3.0,1.78,5.03,2.81,4.15
a_1,0.58,0.64,0.48,0.7,0.54,11.09,2.36,2.01,3.41,2.59,2.87,3.16,0.93,4.44,2.31,4.74
h_1,0.91,1.51,1.09,1.06,0.77,0.96,13.87,4.63,4.87,4.19,4.98,5.4,5.8,2.38,5.24,6.76
g_1,0.97,0.95,1.52,1.16,0.8,0.82,3.24,16.18,5.19,4.46,4.09,7.58,4.15,7.09,6.53,3.11
c_0,1.08,1.05,1.21,0.57,1.03,0.72,4.35,4.53,14.28,4.87,9.05,6.98,5.16,7.93,6.39,9.2
d_0,1.06,0.92,0.31,2.55,1.03,0.86,3.57,4.27,3.61,14.09,5.24,6.0,4.6,9.0,5.62,7.81
b_0,1.03,1.2,1.05,1.26,0.36,0.74,4.84,4.26,4.46,4.52,15.66,5.53,14.17,9.58,7.3,10.12
f_0,0.95,0.32,1.28,1.24,1.01,1.12,4.38,3.91,6.05,5.34,7.89,16.99,7.14,9.64,12.89,9.1
a_0,1.1,1.25,1.35,1.1,0.75,0.33,4.25,4.29,5.51,3.63,5.61,6.59,20.2,9.25,6.04,7.28
h_0,0.84,1.57,1.19,1.0,1.03,0.81,1.65,4.91,5.16,5.4,4.63,3.76,6.26,3.05,6.3,9.89
e_0,0.51,1.66,1.01,1.0,1.13,1.3,4.65,3.48,4.74,4.98,5.06,3.68,5.73,9.71,25.14,9.35
g_0,0.8,1.05,1.49,1.09,1.06,0.72,4.2,2.14,6.1,3.79,6.31,7.19,6.39,8.17,5.53,
