,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,2.42,0.72,0.51,0.91,0.82,0.66,1.78,1.51,3.04,1.64,1.72,1.79,2.27,1.76,1.07,2.17
f_1,1.25,2.44,0.79,0.81,0.57,0.76,1.21,1.29,1.36,1.82,0.64,1.76,1.87,1.67,1.58,1.76
d_1,0.86,0.77,2.54,0.71,0.75,0.72,1.62,1.48,0.82,2.8,1.64,1.93,2.44,1.76,1.62,1.67
c_1,0.71,0.69,0.84,2.59,1.21,0.72,1.56,1.2,1.51,0.53,1.71,1.53,2.28,1.91,1.74,2.28
b_1,0.73,0.8,0.86,0.57,2.61,1.31,1.2,1.5,1.71,1.81,2.03,0.76,2.2,1.41,1.78,2.25
a_1,0.79,0.77,0.91,0.69,0.61,3.17,1.65,1.67,1.6,1.81,1.79,1.89,2.12,0.81,2.32,1.97
h_1,0.84,1.38,1.01,1.01,1.15,0.88,3.87,2.34,2.18,1.71,1.93,2.43,1.49,1.82,2.37,3.74
g_1,0.95,0.96,1.3,1.18,1.13,0.89,1.81,4.18,1.56,2.32,3.13,1.99,1.67,2.08,2.02,1.32
d_0,0.74,1.25,0.64,1.7,0.96,1.03,2.19,2.35,3.77,2.02,1.97,2.26,2.62,1.95,2.14,3.08
c_0,1.18,1.19,1.0,0.81,0.8,1.0,2.38,1.89,2.13,3.72,2.53,3.69,2.41,2.78,2.1,2.84
f_0,0.81,0.87,1.11,1.25,1.29,0.88,2.14,1.91,2.34,1.69,4.15,1.84,2.68,2.15,3.96,3.02
b_0,0.86,1.16,1.1,1.3,0.7,0.74,1.79,2.13,2.34,2.14,2.67,4.21,3.37,3.76,2.55,2.97
h_0,0.93,1.42,0.99,0.96,0.96,1.0,1.4,2.83,2.39,2.14,2.49,2.09,1.43,2.35,1.96,3.3
a_0,1.01,1.11,1.03,0.95,1.33,,1.94,2.42,2.05,2.1,2.48,1.69,2.78,4.99,2.09,3.84
e_0,0.46,1.27,1.33,1.01,0.98,0.98,2.2,2.14,2.51,2.66,1.9,2.26,3.3,2.21,4.89,2.62
g_0,0.78,1.03,1.61,0.99,0.94,0.96,1.58,1.62,1.87,2.1,3.36,2.22,2.55,1.48,2.46,1.91
