,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.89,0.2,0.13,0.21,0.17,0.11,0.17,0.12,0.34,0.16,0.14,0.13,0.18,0.1,0.05,0.12
f_1,0.35,0.89,0.15,0.17,0.15,0.08,0.15,0.1,0.17,0.15,0.16,0.06,0.16,0.09,0.07,0.15
d_1,0.21,0.22,0.9,0.11,0.12,0.1,0.19,0.13,0.06,0.35,0.18,0.16,0.17,0.13,0.11,0.12
c_1,0.19,0.19,0.18,0.88,0.29,0.07,0.17,0.12,0.13,0.04,0.12,0.15,0.14,0.1,0.11,0.12
b_1,0.18,0.18,0.21,0.2,0.88,0.18,0.14,0.14,0.15,0.12,0.05,0.14,0.15,0.07,0.1,0.11
a_1,0.19,0.24,0.2,0.16,0.13,0.87,0.19,0.13,0.15,0.17,0.14,0.18,0.18,0.04,0.09,0.14
h_1,0.2,0.33,0.23,0.21,0.17,0.13,0.56,0.22,0.15,0.18,0.18,0.16,0.11,0.13,0.12,0.21
g_1,0.2,0.22,0.36,0.2,0.12,0.11,0.2,0.56,0.16,0.19,0.17,0.28,0.18,0.11,0.14,0.1
d_0,0.22,0.25,0.09,0.4,0.22,0.12,0.23,0.19,0.41,0.15,0.16,0.16,0.2,0.13,0.12,0.14
c_0,0.24,0.3,0.24,0.13,0.15,0.1,0.24,0.17,0.19,0.41,0.35,0.16,0.22,0.18,0.16,0.17
b_0,0.28,0.26,0.24,0.2,0.1,0.1,0.23,0.19,0.2,0.19,0.42,0.14,0.21,0.32,0.11,0.18
f_0,0.2,0.16,0.32,0.21,0.19,0.13,0.22,0.19,0.18,0.22,0.21,0.43,0.24,0.12,0.25,0.17
h_0,0.24,0.36,0.21,0.21,0.22,0.09,0.12,0.22,0.22,0.21,0.17,0.16,0.11,0.1,0.11,0.23
a_0,0.27,0.26,0.28,0.19,0.16,0.08,0.18,0.19,0.18,0.23,0.18,0.14,0.23,0.41,0.14,0.18
e_0,0.14,0.3,0.21,0.21,0.22,0.14,0.25,0.17,0.2,0.23,0.22,0.15,0.27,0.14,0.37,0.15
g_0,0.28,0.19,0.32,0.21,0.17,0.12,0.21,0.12,0.18,0.17,0.18,0.26,0.18,0.15,0.13,0.11
