,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.94,0.69,0.39,0.42,0.34,0.21,0.25,0.24,0.22,0.23,0.23,0.13,0.2,0.17,0.15,0.17
e_1,0.4,0.94,0.41,0.41,0.38,0.25,0.35,0.25,0.44,0.28,0.27,0.28,0.27,0.19,0.13,0.21
d_1,0.45,0.43,0.95,0.37,0.36,0.28,0.27,0.25,0.17,0.41,0.28,0.24,0.25,0.2,0.21,0.2
c_1,0.51,0.46,0.4,0.94,0.6,0.2,0.26,0.24,0.21,0.11,0.17,0.22,0.23,0.19,0.17,0.18
b_1,0.47,0.41,0.45,0.37,0.94,0.59,0.39,0.26,0.32,0.28,0.18,0.25,0.22,0.17,0.18,0.21
a_1,0.64,0.5,0.48,0.6,0.27,0.94,0.37,0.29,0.31,0.31,0.32,0.26,0.26,0.16,0.23,0.22
h_1,0.94,0.59,0.71,0.53,0.48,0.38,0.75,0.57,0.45,0.39,0.4,0.34,0.28,0.25,0.28,0.4
g_1,0.71,0.63,0.97,0.67,0.52,0.4,0.39,0.74,0.35,0.4,0.44,0.5,0.36,0.28,0.28,0.26
d_0,0.83,0.6,0.45,1.21,0.63,0.44,0.47,0.47,0.64,0.38,0.42,0.35,0.41,0.34,0.35,0.38
c_0,0.79,0.63,0.72,0.62,0.49,0.37,0.54,0.54,0.49,0.67,0.8,0.42,0.53,0.42,0.32,0.4
b_0,0.86,0.75,0.79,0.78,0.32,0.34,0.53,0.49,0.47,0.38,0.67,0.38,0.44,0.59,0.32,0.35
f_0,0.67,0.61,0.91,0.82,0.54,0.48,0.52,0.41,0.6,0.46,0.49,0.66,0.5,0.38,0.55,0.36
h_0,1.12,0.77,0.89,0.82,0.63,0.43,0.39,0.59,0.53,0.44,0.48,0.36,0.33,0.39,0.29,0.46
a_0,0.91,0.83,0.89,0.79,0.7,0.35,0.63,0.57,0.51,0.41,0.44,0.49,0.52,0.61,0.44,0.43
e_0,1.1,0.59,0.75,0.89,0.67,0.5,0.54,0.53,0.53,0.6,0.56,0.37,0.6,0.41,0.64,0.43
g_0,0.83,0.79,1.26,0.88,0.66,0.56,0.47,0.42,0.51,0.5,0.5,0.7,0.42,0.41,0.4,0.31
