,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.95,0.52,0.68,0.49,0.48,0.34,0.35,0.52,0.31,0.3,0.35,0.34,0.31,0.28,0.2,0.27
f_1,0.88,0.95,0.54,0.52,0.42,0.29,0.3,0.37,0.31,0.34,0.33,0.22,0.26,0.24,0.17,0.26
c_1,0.49,0.6,0.95,0.55,0.8,0.35,0.33,0.3,0.29,0.2,0.23,0.28,0.31,0.23,0.24,0.28
d_1,0.62,0.62,0.45,0.95,0.47,0.37,0.37,0.31,0.32,0.53,0.39,0.32,0.31,0.29,0.26,0.25
b_1,0.55,0.64,0.49,0.56,0.95,0.73,0.39,0.33,0.33,0.38,0.26,0.3,0.39,0.22,0.28,0.3
a_1,0.67,0.82,0.71,0.62,0.44,0.94,0.47,0.4,0.32,0.36,0.45,0.35,0.4,0.25,0.33,0.32
h_1,0.82,1.14,0.9,0.85,0.71,0.48,0.78,0.46,0.53,0.41,0.47,0.39,0.44,0.37,0.4,0.52
d_0,0.78,0.87,1.37,0.6,0.86,0.59,0.63,0.71,0.49,0.39,0.47,0.46,0.5,0.34,0.41,0.42
g_1,0.92,0.79,0.82,1.28,0.69,0.48,0.57,0.46,0.77,0.54,0.54,0.6,0.41,0.39,0.43,0.4
c_0,1.09,0.96,0.89,0.83,0.57,0.56,0.65,0.64,0.54,0.7,0.8,0.47,0.52,0.47,0.4,0.47
b_0,0.92,0.91,1.12,0.95,0.71,0.44,0.59,0.59,0.5,0.49,0.71,0.47,0.52,0.72,0.47,0.49
f_0,0.86,0.94,1.03,0.92,0.84,0.64,0.72,0.6,0.52,0.63,0.6,0.7,0.54,0.47,0.72,0.44
h_0,0.98,1.32,0.98,1.1,0.68,0.55,0.58,0.56,0.69,0.62,0.57,0.54,0.5,0.45,0.44,0.59
a_0,1.1,1.03,1.04,1.02,0.95,0.46,0.66,0.7,0.56,0.61,0.47,0.54,0.54,0.65,0.48,0.51
e_0,0.93,1.3,1.15,0.97,0.84,0.64,0.75,0.59,0.57,0.6,0.55,0.49,0.67,0.43,0.67,0.54
g_0,0.96,1.1,0.94,1.4,0.84,0.66,0.56,0.56,0.52,0.64,0.61,0.74,0.64,0.47,0.51,0.48
