,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.8,0.99,1.13,1.02,1.07,1.13,1.0,1.31,0.85,1.2,0.96,1.01,1.12,1.35,1.08
f_1,1.26,1.0,0.87,1.03,0.88,1.02,0.84,1.06,0.99,0.92,0.9,0.93,0.86,0.91,0.82,1.17
d_1,1.0,1.15,1.0,0.98,0.95,0.87,1.03,0.84,0.97,1.25,0.85,1.2,0.99,1.03,0.92,0.81
c_1,0.88,0.98,1.01,1.0,1.51,0.76,1.01,1.08,0.67,0.86,0.97,0.82,0.97,0.9,1.02,0.95
b_1,0.96,1.14,1.06,0.66,1.0,1.48,0.96,1.13,1.01,1.24,1.05,0.91,1.07,0.97,0.95,1.13
a_1,0.94,0.98,1.14,1.32,0.68,1.0,1.27,0.99,1.13,1.01,1.08,1.1,1.18,0.95,1.33,1.12
h_1,0.89,1.2,0.98,0.98,1.0,0.81,1.0,1.24,0.95,0.9,0.98,0.95,1.2,0.98,0.88,1.06
g_1,1.0,0.96,1.23,0.93,0.9,0.94,0.81,1.0,1.1,1.04,1.15,0.9,0.8,1.13,1.07,1.1
d_0,0.75,1.02,1.08,1.44,1.01,0.89,1.06,0.86,1.0,0.82,0.93,0.94,1.23,0.95,1.01,1.07
c_0,1.12,1.06,0.83,1.13,0.74,1.03,1.1,0.99,1.27,1.0,1.2,1.5,1.01,0.95,0.89,1.15
f_0,0.83,1.12,1.11,1.01,0.96,0.96,1.03,0.86,1.07,0.84,1.0,1.13,1.07,0.84,1.53,0.78
b_0,1.06,1.09,0.81,1.2,1.07,0.98,0.98,1.16,1.09,0.7,0.93,1.0,1.19,1.52,0.8,0.96
h_0,1.0,1.18,1.07,0.99,0.97,0.84,0.86,1.23,0.81,1.01,0.9,0.84,1.0,0.84,0.85,1.11
a_0,0.93,1.03,0.96,1.01,1.1,1.15,1.05,0.89,1.08,1.05,1.08,0.7,1.16,1.0,1.1,0.85
e_0,0.81,1.23,1.04,0.98,1.01,0.82,1.11,0.94,1.01,1.14,0.68,1.18,1.16,0.98,1.0,0.95
g_0,0.93,0.86,1.27,1.03,0.93,0.88,0.94,0.86,0.91,0.88,1.3,1.01,0.92,1.18,1.09,1.0
