,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.66,0.74,1.06,1.29,1.09,0.86,0.5,0.55,0.5,0.39,0.39,0.47,0.35,0.44,0.46,0.36
f_1,1.13,0.66,1.0,1.08,0.95,0.87,0.38,0.52,0.4,0.35,0.38,0.44,0.26,0.31,0.37,0.37
d_1,1.27,1.13,0.64,1.03,0.99,0.93,0.43,0.35,0.59,0.47,0.43,0.38,0.31,0.39,0.36,0.22
c_1,0.92,1.18,1.38,0.63,1.35,1.05,0.53,0.48,0.27,0.42,0.33,0.39,0.34,0.35,0.36,0.31
b_1,1.23,1.39,1.28,0.72,0.62,1.62,0.54,0.52,0.43,0.59,0.57,0.41,0.36,0.41,0.37,0.34
a_1,1.68,1.52,1.34,1.45,0.78,0.55,0.72,0.7,0.66,0.62,0.63,0.58,0.47,0.72,0.52,0.4
h_1,1.65,1.9,1.8,1.8,1.72,1.42,0.54,0.87,0.61,0.65,0.62,0.77,0.6,0.55,0.6,0.54
g_1,1.82,1.8,1.79,1.88,1.86,1.46,0.69,0.54,0.7,0.7,0.68,0.77,0.45,0.65,0.66,0.56
d_0,1.26,1.92,2.33,2.24,1.91,1.55,0.95,0.9,0.58,0.6,0.65,0.67,0.6,0.68,0.64,0.64
c_0,1.96,2.1,1.25,2.7,1.7,1.47,0.88,0.83,1.18,0.57,0.84,0.8,0.58,0.74,0.64,0.57
b_0,1.88,2.08,1.62,3.04,2.05,1.53,0.94,0.79,0.93,0.45,0.56,0.7,0.66,0.83,0.65,0.73
f_0,2.08,2.76,1.88,2.06,1.97,1.73,0.86,0.66,0.75,0.66,0.72,0.54,0.61,0.8,0.76,0.4
h_0,2.1,2.4,2.15,2.1,2.02,1.68,1.18,1.03,0.84,0.76,0.73,0.7,0.73,0.71,0.67,0.68
a_0,1.98,2.63,2.16,2.48,2.43,2.11,1.19,1.0,0.81,0.67,0.49,0.79,0.66,0.52,0.83,0.65
e_0,2.73,3.17,2.01,2.22,2.47,1.79,1.16,0.91,0.88,0.8,0.85,0.49,0.71,0.82,0.53,0.61
g_0,2.29,2.42,2.64,2.41,2.48,2.23,0.89,1.03,0.88,0.88,0.78,0.93,0.55,0.86,0.78,0.76
