,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,2.21,0.04,0.03,0.03,0.02,0.02,0.06,0.07,0.05,0.06,0.04,,0.1,0.05,0.07,0.04
e_1,0.03,2.24,0.02,0.02,0.02,0.02,0.05,0.14,0.04,0.06,0.06,0.05,0.09,0.03,0.08,
d_1,0.04,0.03,2.3,0.02,0.03,0.02,0.06,,0.04,0.14,0.08,0.04,0.07,0.06,0.07,0.04
c_1,0.03,0.03,0.03,2.36,0.05,0.02,0.05,0.06,0.05,,0.04,0.09,0.07,0.06,0.07,0.05
b_1,0.03,0.03,0.02,0.03,2.5,0.05,0.06,0.09,0.05,0.06,,0.05,0.06,0.03,0.07,0.04
a_1,0.03,0.03,0.03,0.03,0.02,3.09,,0.08,,0.05,0.07,0.06,0.1,,0.06,
h_1,0.19,0.12,0.11,0.12,0.09,,2.71,0.23,0.25,0.15,0.22,0.21,,0.17,0.32,0.22
d_0,0.13,0.11,,0.3,0.14,0.14,0.34,2.02,0.22,0.27,0.26,0.33,0.3,0.17,0.34,0.32
g_1,0.08,0.13,0.19,0.06,0.1,,0.19,0.14,3.05,0.27,0.23,0.39,0.33,0.18,,0.15
c_0,0.14,0.15,0.13,,0.11,0.16,0.22,0.29,0.31,2.17,0.5,0.33,0.37,0.23,0.35,0.17
b_0,0.16,0.19,0.21,0.13,,0.09,0.27,0.28,0.2,0.32,2.05,0.24,0.41,0.53,0.22,0.25
f_0,,0.12,0.14,0.17,0.12,0.11,0.37,0.24,0.22,0.36,0.42,2.25,0.39,0.24,0.25,0.45
h_0,0.31,0.24,0.3,0.15,0.23,0.13,,0.5,0.39,0.37,0.44,0.36,,0.34,0.66,0.4
a_0,0.18,0.15,0.1,0.13,0.15,,0.28,0.36,0.23,0.3,0.3,0.29,0.39,2.63,0.41,
g_0,0.23,0.15,0.32,0.26,0.2,0.2,0.45,0.3,,0.37,0.53,0.59,0.68,0.26,,
e_0,0.1,,0.11,0.17,0.19,,0.25,0.31,0.22,0.34,0.41,0.31,0.47,,,2.76
