,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,98.21,9.53,14.79,20.19,29.6,76.15,2602.35,6908.58,3768.97,4701.67,6626.45,7440.15,19748.58,20849.53,31699.01,
f_1,17.06,112.43,16.71,17.94,28.62,43.86,2278.0,3585.3,3708.08,4437.28,6041.4,,23177.68,28986.52,27922.28,21649.47
d_1,11.84,11.45,122.61,15.55,26.64,,2251.92,,4604.92,8260.3,5380.25,6682.66,16715.2,26702.3,28916.75,22270.29
c_1,8.98,11.41,11.85,151.9,46.28,45.65,2224.2,3548.46,3523.38,,5607.47,5071.46,17982.81,22329.39,31393.82,18013.63
b_1,8.27,9.6,12.0,10.53,209.68,96.03,1522.99,3869.19,2669.89,4082.72,,6145.6,10584.37,21274.47,21487.12,30699.14
a_1,5.75,9.72,,14.33,11.83,444.97,1068.54,2648.1,,2440.37,2186.41,2977.27,11334.36,,23746.74,15394.55
h_1,4.17,7.28,5.88,6.44,9.54,36.42,3551.91,1870.64,1922.35,2178.19,2465.94,2256.69,,11291.35,19628.83,16280.24
d_0,3.98,5.94,,12.18,10.97,29.24,877.76,4371.55,1607.13,2071.34,2219.98,2762.8,10320.14,10540.0,16418.71,10984.91
g_1,3.73,4.72,6.25,7.0,9.98,,720.98,1246.25,5768.58,1650.51,2689.9,2798.28,7815.18,9388.91,,
c_0,4.28,6.71,4.11,,7.01,25.6,1060.32,1272.62,1596.52,5047.16,3748.15,2505.23,7950.11,9343.4,19035.82,12683.49
b_0,3.79,4.68,4.75,5.75,,32.96,909.3,1734.65,1191.24,1469.1,6126.9,2288.93,9032.65,15035.78,13497.22,11094.26
f_0,3.64,,4.74,7.25,8.23,24.82,1072.07,1614.65,1157.58,1674.05,2192.04,6671.14,7466.18,11704.6,9480.35,15769.81
h_0,3.61,4.88,5.22,5.67,10.15,20.87,,1114.92,1678.38,1555.77,1942.67,2341.55,,8231.69,12295.87,8618.28
a_0,2.63,2.23,3.37,3.97,6.7,,418.16,1148.14,933.89,1284.39,1106.29,1148.53,5373.56,20864.08,8871.24,
g_0,3.35,3.07,5.65,4.54,8.15,14.99,512.52,1024.26,,859.51,1709.64,2951.61,5006.56,5989.09,,8997.14
e_0,,3.56,3.5,6.84,4.83,19.01,354.85,850.45,,948.64,1345.77,1478.21,4374.73,,6209.79,21666.26
