,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.0,1.24,1.07,1.53,2.21,3.87,16.89,28.98,31.78,35.09,37.02,41.08,63.42,70.58,127.69,100.22
e_1,0.81,1.0,1.16,1.71,1.93,3.8,20.6,36.17,34.6,47.67,42.51,54.92,84.28,113.3,125.54,127.93
d_1,0.93,0.87,1.0,1.08,1.7,2.96,16.77,21.93,36.42,29.85,35.61,39.46,69.07,72.56,82.85,100.73
c_1,0.65,0.58,0.93,1.0,2.22,2.96,12.89,21.6,18.84,16.58,24.25,33.21,56.55,62.42,81.5,83.16
b_1,0.45,0.52,0.59,0.46,1.0,2.78,8.04,14.84,15.19,13.9,16.32,18.92,37.64,35.55,63.04,54.9
a_1,0.26,0.26,0.34,0.35,0.35,1.0,4.89,7.51,7.81,7.13,12.06,10.96,21.49,24.82,32.15,30.42
h_1,0.06,0.05,0.06,0.08,0.12,0.21,1.0,1.97,1.55,1.85,2.0,2.56,4.33,4.11,7.58,6.83
g_1,0.04,0.03,0.05,0.05,0.07,0.12,0.49,1.0,1.02,0.96,1.29,1.64,2.27,2.74,3.57,4.54
c_0,0.03,0.03,0.03,0.05,0.06,0.12,0.65,1.03,1.0,0.98,1.65,1.48,2.39,2.77,3.91,3.64
d_0,0.03,0.02,0.03,0.06,0.07,0.14,0.57,1.01,0.97,1.0,1.05,1.48,2.26,2.25,3.76,3.7
b_0,0.03,0.02,0.02,0.04,0.06,0.08,0.5,0.81,0.6,0.99,1.0,1.24,2.06,3.75,3.25,3.05
f_0,0.02,0.02,0.03,0.03,0.05,0.09,0.41,0.61,0.68,0.67,0.85,1.0,1.67,1.77,1.91,3.86
h_0,0.02,0.01,0.01,0.02,0.03,0.05,0.24,0.46,0.42,0.44,0.48,0.59,1.0,1.12,1.84,1.42
a_0,0.01,0.01,0.01,0.02,0.03,0.05,0.24,0.35,0.36,0.44,0.28,0.58,0.87,1.0,1.37,1.57
g_0,0.01,0.01,0.01,0.01,0.02,0.03,0.13,0.28,0.25,0.26,0.32,0.52,0.54,0.72,1.0,0.91
e_0,0.01,0.01,0.01,0.01,0.02,0.03,0.14,0.22,0.25,0.27,0.32,0.25,0.7,0.66,1.19,1.0
