,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.21,0.05,0.03,0.03,0.02,0.02,0.07,0.04,0.08,0.07,0.06,,0.07,0.04,,0.08
e_1,0.03,2.23,0.02,0.03,0.03,0.02,0.04,0.05,0.11,0.06,0.07,0.07,0.08,0.05,,0.03
d_1,0.03,0.02,2.33,0.02,0.02,0.03,0.07,0.05,,0.14,0.05,0.06,0.08,0.04,0.06,0.06
c_1,0.03,0.03,0.02,2.34,0.06,0.03,0.07,0.04,0.08,,0.03,0.05,0.08,,0.04,0.06
b_1,0.04,0.03,0.03,0.02,2.53,0.04,0.05,0.06,0.05,0.06,,0.05,0.09,0.05,0.06,0.06
a_1,0.04,0.03,0.03,0.03,0.02,3.09,0.06,0.06,0.07,0.04,0.05,,0.08,,0.05,0.06
h_1,0.14,0.12,0.11,0.09,0.07,0.05,2.65,0.29,0.25,0.14,0.25,0.21,,0.2,0.23,0.39
g_1,0.09,0.08,0.18,0.11,0.1,0.09,0.17,2.93,0.19,0.25,0.18,0.28,0.38,0.15,0.22,
d_0,0.17,0.19,,0.25,0.12,0.1,0.32,0.23,2.0,0.3,0.31,0.32,0.26,0.19,0.18,0.34
c_0,0.15,0.14,0.19,,0.11,0.08,0.28,0.25,0.24,2.19,0.66,0.26,0.43,0.16,,0.25
b_0,0.14,0.14,0.13,0.13,,0.07,0.33,0.26,0.28,0.31,2.19,0.32,0.43,0.46,0.24,0.4
f_0,,0.1,0.18,0.14,0.15,,0.26,0.24,0.36,0.32,0.28,2.3,0.48,0.3,0.52,0.26
h_0,0.24,0.25,0.22,0.28,0.18,0.14,,0.47,0.6,0.36,0.42,0.41,,0.33,0.29,0.76
a_0,0.11,0.14,0.14,,0.19,,0.3,0.21,0.32,0.26,0.19,0.34,0.44,2.65,0.25,0.38
e_0,,,0.14,0.14,0.19,0.12,0.33,0.22,0.43,,0.3,0.26,0.4,0.4,2.66,
g_0,0.27,0.27,0.36,0.18,0.15,0.14,0.32,,0.37,0.38,0.5,0.44,0.57,0.57,,
