,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.94,0.28,0.27,0.28,0.22,0.15,0.17,0.15,0.31,0.2,0.16,0.15,0.18,0.17,0.06,0.14
f_1,0.44,0.94,0.3,0.27,0.23,0.17,0.16,0.19,0.17,0.15,0.16,0.06,0.15,0.11,0.1,0.14
d_1,0.28,0.32,0.94,0.26,0.23,0.19,0.17,0.18,0.08,0.33,0.19,0.16,0.17,0.11,0.14,0.12
c_1,0.31,0.32,0.28,0.94,0.42,0.17,0.17,0.18,0.16,0.09,0.13,0.15,0.17,0.14,0.14,0.12
b_1,0.35,0.32,0.33,0.26,0.93,0.31,0.18,0.17,0.2,0.2,0.09,0.18,0.19,0.1,0.1,0.13
a_1,0.39,0.38,0.34,0.27,0.22,0.93,0.29,0.2,0.22,0.24,0.21,0.27,0.22,0.08,0.16,0.15
h_1,0.55,0.78,0.61,0.5,0.48,0.25,0.73,0.39,0.32,0.34,0.35,0.31,0.18,0.17,0.22,0.34
g_1,0.51,0.5,0.75,0.46,0.49,0.35,0.31,0.72,0.37,0.38,0.42,0.44,0.33,0.24,0.26,0.26
d_0,0.5,0.66,0.29,0.95,0.52,0.27,0.46,0.34,0.62,0.26,0.32,0.34,0.36,0.31,0.24,0.29
c_0,0.65,0.78,0.45,0.37,0.39,0.3,0.45,0.42,0.48,0.62,0.59,0.32,0.37,0.35,0.27,0.31
b_0,0.67,0.65,0.59,0.67,0.28,0.37,0.39,0.32,0.4,0.3,0.62,0.34,0.39,0.47,0.27,0.33
f_0,0.56,0.55,0.64,0.67,0.54,0.3,0.37,0.33,0.43,0.4,0.42,0.63,0.42,0.32,0.52,0.26
h_0,0.61,0.8,0.66,0.64,0.54,0.38,0.28,0.36,0.4,0.36,0.34,0.36,0.23,0.31,0.27,0.47
a_0,0.55,0.8,0.66,0.74,0.7,,0.57,0.37,0.42,0.35,0.37,0.35,0.37,0.61,0.3,0.27
e_0,0.5,0.76,0.7,0.72,0.66,0.38,0.46,0.4,0.52,0.46,0.41,0.36,0.41,0.23,0.61,0.4
g_0,0.6,0.57,1.09,0.74,0.53,0.45,0.42,0.23,0.37,0.37,0.34,0.63,0.34,0.31,0.29,0.24
