,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.45,0.7,0.82,0.68,0.74,0.7,1.65,2.78,1.93,1.5,1.79,1.69,1.8,1.81,1.04,2.09
f_1,1.15,2.49,0.85,0.88,0.6,0.63,1.17,1.48,1.61,1.64,1.64,0.91,2.03,1.96,1.17,2.08
c_1,0.74,0.65,2.5,0.79,1.32,0.7,1.39,1.44,0.55,1.45,1.2,1.67,2.2,1.8,1.74,2.33
d_1,0.86,0.71,0.73,2.51,0.95,0.69,1.33,0.72,2.61,1.43,1.92,1.8,2.12,1.36,1.65,1.71
b_1,0.66,1.0,0.64,0.68,2.73,1.4,1.5,1.63,2.16,1.57,0.73,1.64,2.04,1.51,1.39,1.84
a_1,0.75,0.88,0.76,0.87,0.48,3.13,1.97,1.77,1.38,1.39,1.96,1.85,2.01,0.7,2.26,2.01
h_1,0.89,1.37,0.98,1.07,0.97,0.88,3.86,2.02,2.02,2.32,2.15,2.3,1.87,1.92,2.81,3.6
d_0,0.9,1.17,1.57,0.58,0.93,0.96,1.97,3.68,1.9,1.59,2.35,2.61,3.23,2.06,2.38,3.37
c_0,1.13,1.16,1.03,0.84,0.75,1.22,2.17,2.47,3.64,1.94,3.49,2.25,3.31,2.96,2.76,3.07
g_1,0.98,0.81,0.95,1.49,0.87,1.08,1.82,2.48,2.18,4.33,2.28,3.15,2.63,2.05,2.2,1.76
b_0,0.99,1.12,1.32,1.05,0.49,0.83,1.94,2.39,2.07,1.75,4.09,2.09,2.8,3.95,2.69,2.64
f_0,0.95,0.68,1.21,1.07,1.13,1.08,2.11,2.32,2.08,1.72,2.53,4.05,3.08,2.12,3.96,2.11
h_0,0.95,1.3,1.03,1.08,0.94,0.91,1.2,1.84,1.81,2.01,2.44,1.9,1.77,2.02,2.11,3.27
a_0,0.91,0.98,1.1,1.24,1.02,,2.41,2.21,1.61,2.28,1.98,2.37,3.55,4.82,2.31,2.86
e_0,0.39,1.38,1.05,1.12,1.16,0.95,2.32,2.34,2.33,2.1,2.31,2.16,3.18,2.46,4.85,2.88
g_0,0.83,1.02,0.94,1.41,1.1,0.9,1.93,1.63,1.89,1.33,2.48,3.53,2.26,2.58,2.71,2.0
