,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,98.0,85.17,64.79,90.96,99.43,323.2,7889.75,14168.82,19707.18,17405.0,28525.11,22503.42,87410.29,84461.64,142405.97,326898.08
e_1,44.4,104.94,64.46,106.51,109.1,357.71,8478.49,17262.52,32998.25,17371.95,29760.46,46013.67,110773.21,84594.61,135637.73,293909.51
d_1,45.75,45.67,128.28,60.33,110.3,295.13,7741.26,17623.92,12622.45,28483.77,27686.17,43417.98,97375.1,87164.18,171207.44,291578.99
c_1,41.53,36.61,61.12,153.27,162.82,267.15,7678.89,15012.39,14642.86,10197.58,19563.89,33476.86,79741.59,73471.52,150554.18,237929.19
b_1,39.59,41.74,47.48,54.94,196.32,562.07,6145.18,12958.9,14693.16,14672.3,15952.52,30791.25,67560.04,53379.92,131771.56,215226.6
a_1,31.7,27.13,38.03,52.58,40.7,516.2,4564.26,8846.63,12040.49,11215.55,16556.2,22213.68,67790.43,34692.37,96332.56,118472.87
h_1,16.67,12.6,18.38,17.89,27.06,92.48,3319.01,4913.85,5112.26,5009.55,6260.53,8935.47,20343.39,18799.74,38593.37,98667.55
g_1,9.2,9.14,18.13,15.42,23.27,69.18,1518.42,5972.07,3255.03,3841.27,6049.1,11950.46,20583.16,17874.64,31193.25,53205.57
d_0,10.37,8.28,8.96,27.98,21.67,71.15,1568.3,3766.81,5284.99,2747.41,5634.09,7670.18,23903.0,17967.07,38658.45,67225.32
c_0,11.18,11.06,11.99,13.09,19.68,69.05,1625.64,3407.57,4337.18,5617.93,9118.15,8295.23,20724.01,19845.52,34036.88,67050.63
b_0,10.17,7.78,12.51,17.6,15.93,52.66,1621.8,2779.55,3307.43,3405.21,7259.43,7492.81,19108.29,27662.02,35080.08,61541.01
f_0,7.55,6.75,10.66,12.57,18.73,62.12,1579.4,2360.97,3208.27,3555.51,4845.04,10114.31,18676.81,14410.79,49259.59,47074.78
h_0,7.98,5.81,8.61,12.06,13.28,32.36,808.56,2643.79,2150.24,2442.31,3329.22,4906.82,9470.68,10413.5,24730.68,47937.24
a_0,6.19,6.39,7.88,11.33,15.61,35.25,1238.89,2061.63,2478.62,2386.02,2925.09,5472.86,14283.11,16898.13,23462.17,44323.51
e_0,6.52,4.1,5.99,8.93,8.99,34.69,982.97,1874.85,1893.93,2207.14,2906.71,3413.03,10256.16,8760.0,29214.87,29209.25
g_0,3.29,4.48,8.01,7.26,9.82,36.2,630.84,1377.35,1367.58,1760.25,2231.24,5110.86,7118.01,6318.61,15269.69,23128.36
