,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.12,3.75,4.42,4.9,4.5,4.16,0.87,0.87,1.65,0.92,0.81,1.53,0.44,0.81,0.99,0.86
e_1,2.49,1.12,4.97,5.57,5.17,4.78,1.33,1.02,1.43,0.93,1.0,1.36,0.73,0.98,2.06,0.73
d_1,5.53,5.37,1.12,5.0,3.91,4.38,1.29,0.87,0.75,1.89,0.98,0.89,0.6,0.87,0.98,0.44
c_1,5.87,3.84,7.82,1.12,6.72,4.62,1.44,1.92,1.56,0.56,0.99,0.93,0.71,0.89,0.83,0.69
b_1,5.73,6.36,5.29,2.62,1.13,6.36,2.04,1.44,1.55,1.34,2.52,1.05,0.93,1.16,1.05,0.9
a_1,8.19,7.92,6.89,10.37,3.76,1.14,2.0,1.57,2.61,2.01,2.39,1.86,1.53,4.56,1.65,1.16
h_1,14.31,13.71,14.89,16.43,13.34,10.39,1.74,3.1,4.87,2.87,2.87,2.99,3.32,2.57,3.04,2.09
c_0,20.5,20.77,9.49,58.96,20.91,18.03,5.45,2.16,4.7,5.13,3.72,3.26,2.74,4.1,3.23,2.71
g_1,19.48,21.15,16.65,19.91,19.66,20.89,4.34,3.41,1.77,4.53,3.82,3.46,2.0,3.33,3.04,3.08
d_0,17.53,11.12,27.61,23.13,20.62,15.75,6.46,4.56,7.15,2.31,4.27,3.91,2.95,4.19,4.12,2.77
b_0,23.53,21.67,16.41,27.84,46.81,21.75,5.97,2.35,7.15,4.59,2.17,4.0,3.53,4.06,3.82,2.52
f_0,48.03,24.6,20.83,24.65,22.34,22.69,8.63,4.3,3.91,5.97,4.58,2.33,3.7,4.37,4.7,2.06
h_0,26.76,27.31,24.79,27.59,28.63,25.42,12.64,5.07,8.2,5.43,5.34,5.02,6.69,4.67,5.38,4.71
a_0,38.53,32.11,24.09,29.19,44.01,54.1,7.39,5.3,9.88,6.57,3.19,4.97,5.23,2.54,5.23,5.04
e_0,41.74,50.26,28.54,31.65,33.51,37.68,10.9,6.35,12.22,7.06,6.34,2.91,4.55,5.41,2.49,3.9
g_0,36.91,33.03,33.96,34.97,36.86,28.9,7.52,7.46,13.44,8.42,7.69,7.31,4.42,7.0,6.4,7.89
