,f_1,c_1,e_1,b_1,d_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
f_1,0.96,0.63,0.8,0.53,0.56,0.39,0.36,0.4,0.36,0.35,0.34,0.22,0.28,0.31,0.2,0.29
c_1,0.66,0.96,0.56,0.88,0.63,0.42,0.36,0.35,0.27,0.36,0.24,0.31,0.24,0.33,0.26,0.29
e_1,0.67,0.75,0.96,0.61,0.5,0.39,0.44,0.63,0.37,0.35,0.36,0.34,0.28,0.35,0.2,0.31
b_1,0.72,0.56,0.59,0.95,0.61,0.72,0.43,0.37,0.39,0.37,0.3,0.33,0.23,0.32,0.28,0.3
d_1,0.67,0.55,0.68,0.57,0.96,0.47,0.41,0.37,0.59,0.32,0.44,0.39,0.33,0.35,0.28,0.31
a_1,0.82,0.72,0.77,0.56,0.68,0.95,0.5,0.48,0.44,0.42,0.41,0.4,0.27,0.39,0.32,0.38
h_1,1.17,1.06,0.91,0.85,0.88,0.6,0.8,0.59,0.55,0.66,0.5,0.48,0.39,0.49,0.35,0.51
d_0,1.09,1.43,0.78,1.09,0.74,0.52,0.6,0.75,0.46,0.52,0.43,0.49,0.39,0.55,0.45,0.46
c_0,1.11,0.98,1.02,0.81,0.87,0.68,0.69,0.72,0.77,0.52,0.84,0.57,0.63,0.6,0.46,0.47
g_1,1.02,0.97,0.95,0.86,1.25,0.57,0.5,0.6,0.66,0.79,0.53,0.66,0.46,0.51,0.42,0.43
b_0,1.25,1.25,0.97,0.84,0.94,0.62,0.71,0.76,0.61,0.6,0.73,0.56,0.81,0.59,0.45,0.51
f_0,1.23,1.16,0.95,1.0,0.94,0.77,0.69,0.72,0.68,0.52,0.62,0.72,0.5,0.62,0.7,0.46
a_0,1.36,1.27,1.14,1.17,0.93,0.69,0.78,0.82,0.58,0.69,0.57,0.58,0.7,0.68,0.49,0.49
h_0,1.46,1.14,1.0,1.09,1.09,0.73,0.58,0.71,0.6,0.71,0.62,0.53,0.52,0.55,0.46,0.59
e_0,1.52,1.22,1.09,1.06,1.11,0.78,0.82,0.69,0.69,0.6,0.66,0.5,0.53,0.68,0.68,0.56
g_0,1.17,1.15,0.95,1.07,1.38,0.85,0.74,0.73,0.77,0.59,0.69,0.81,0.53,0.64,0.6,0.52
