,f_1,e_1,c_1,d_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.33,1.38,0.75,0.84,0.72,0.49,1.4,1.16,1.66,1.71,1.66,1.05,2.09,1.34,0.95,1.79
e_1,0.91,2.35,1.06,0.71,0.76,0.59,1.56,1.41,3.13,1.69,1.81,1.52,2.07,1.39,0.89,2.05
c_1,0.83,0.73,2.44,0.88,1.33,0.64,1.46,1.36,1.65,0.78,1.18,1.57,2.23,1.29,1.48,1.95
d_1,0.93,0.83,0.64,2.46,0.79,0.61,1.59,1.33,1.01,3.09,2.1,1.61,2.16,1.73,1.5,1.96
b_1,0.88,0.79,0.88,0.74,2.6,1.3,1.58,1.35,1.73,1.68,0.91,1.58,1.83,1.3,1.52,1.92
a_1,0.94,0.9,0.82,0.99,0.71,3.11,1.65,1.38,1.65,1.87,1.7,1.57,2.05,1.03,1.35,1.44
h_1,1.2,0.87,0.88,1.05,0.85,0.59,3.24,1.96,1.72,1.91,1.69,1.55,1.71,1.53,1.56,3.16
g_1,0.87,0.65,0.95,1.49,0.76,0.69,1.54,3.57,1.64,1.87,1.78,2.73,2.29,1.77,2.14,1.8
d_0,0.87,0.86,1.74,0.62,0.95,0.67,1.58,1.42,2.87,1.21,1.75,1.69,2.46,1.23,1.62,2.45
c_0,1.16,0.91,0.76,1.02,0.64,0.82,1.9,1.45,1.86,2.99,3.44,1.74,2.51,1.95,1.66,1.99
b_0,1.15,0.94,1.04,0.99,0.53,0.67,1.73,1.55,1.79,1.96,3.22,1.56,2.76,3.17,1.5,2.32
f_0,0.79,0.75,1.14,0.93,0.85,0.84,2.07,1.69,2.2,1.91,1.55,3.34,2.7,1.13,3.44,2.5
h_0,1.29,0.98,0.93,0.97,0.81,0.67,1.0,2.06,1.74,1.81,1.68,1.92,1.98,1.73,1.33,2.97
a_0,1.03,1.04,0.93,0.96,0.88,0.65,1.82,1.21,1.4,1.96,1.97,1.57,2.59,3.45,1.2,2.19
e_0,1.1,0.62,0.96,0.88,1.0,0.81,1.78,1.83,2.0,1.62,1.8,2.17,2.84,1.57,3.5,2.55
g_0,0.86,0.77,0.96,1.36,0.9,0.71,1.61,1.45,1.55,2.05,1.66,2.57,2.54,1.54,1.75,1.57
