,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
f_1,1.0,1.23,0.91,1.06,0.91,0.98,0.87,0.96,0.89,1.06,0.93,0.92,0.94,0.86,0.78,1.06
e_1,0.82,1.0,0.92,1.12,1.11,0.98,1.1,1.07,0.94,1.34,1.04,1.14,1.05,1.04,1.22,1.04
d_1,1.08,1.06,1.0,0.92,0.94,0.98,0.95,0.87,1.18,0.99,1.07,1.03,1.0,1.0,0.98,0.82
c_1,0.97,0.91,1.07,1.0,1.3,0.92,0.97,0.88,0.92,0.74,0.82,0.91,0.97,0.98,0.9,1.0
b_1,1.09,0.9,1.05,0.78,1.0,1.38,1.06,1.08,1.21,0.92,1.06,0.96,0.89,1.22,1.09,1.1
a_1,1.04,1.01,1.06,1.05,0.72,1.0,1.23,1.14,1.06,1.08,1.18,1.08,1.13,1.03,1.07,1.1
h_1,1.13,0.95,1.06,0.98,0.95,0.82,1.0,1.2,0.93,0.91,1.0,0.96,0.93,0.96,0.94,1.13
g_1,1.04,0.93,1.14,1.1,0.94,0.89,0.83,1.0,0.89,0.85,0.91,1.11,0.97,0.84,1.07,0.98
c_0,1.08,1.03,0.88,1.13,0.83,0.9,1.07,1.13,1.0,1.19,1.33,1.04,1.14,1.06,1.1,1.03
d_0,0.94,0.78,1.01,1.35,1.1,0.91,1.05,1.16,0.8,1.0,0.96,0.99,1.04,1.05,0.99,1.14
b_0,1.03,0.99,0.97,1.17,0.94,0.79,1.0,1.08,0.76,1.0,1.0,1.02,1.39,1.08,1.01,0.9
f_0,1.05,0.89,1.01,1.11,0.97,0.91,1.06,0.9,1.0,1.0,0.95,1.0,1.0,1.1,1.45,0.85
a_0,1.05,0.91,1.01,1.04,1.16,0.89,1.15,0.99,0.86,0.93,0.78,1.0,1.0,1.13,1.01,1.0
h_0,1.17,0.96,1.04,1.0,0.85,0.95,0.99,1.18,0.94,0.93,0.91,0.9,0.88,1.0,0.97,1.15
e_0,1.26,0.85,1.05,1.05,0.91,0.94,1.09,0.96,0.95,1.03,1.0,0.71,0.95,0.93,1.0,1.0
g_0,0.95,0.9,1.21,0.98,0.93,0.88,0.88,1.12,0.95,0.85,1.0,1.19,1.06,0.84,1.04,1.0
