,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.41,2.45,3.25,3.66,4.84,3.61,2.01,1.87,1.74,1.82,1.47,1.53,1.2,1.56,,1.53
f_1,4.17,0.4,4.64,4.41,2.56,3.3,1.7,1.3,1.67,2.75,1.54,,0.98,1.61,1.47,1.28
c_1,3.78,3.05,0.4,3.3,4.58,4.16,1.82,1.05,,2.18,1.34,1.47,1.27,1.61,2.35,1.43
d_1,3.76,3.05,3.77,0.4,4.45,3.38,1.96,,2.32,1.36,1.54,1.46,1.24,1.28,1.57,1.0
b_1,3.39,5.01,2.04,2.78,0.37,5.88,1.8,1.91,1.89,2.22,,1.81,1.27,1.67,,1.19
a_1,4.73,4.75,3.43,3.67,2.14,0.32,2.17,1.66,1.35,2.16,2.0,1.53,1.07,,,1.36
h_1,1.74,2.01,2.0,2.19,1.75,1.4,0.27,0.82,0.84,1.03,0.88,0.76,,,0.55,0.76
d_0,0.96,1.84,1.89,,1.49,1.53,0.87,0.29,0.64,0.73,0.77,0.7,0.77,0.71,0.74,0.69
c_0,1.34,1.58,,0.96,1.18,2.02,0.84,0.88,0.29,0.8,0.76,0.74,0.67,0.96,0.73,0.78
g_1,2.03,1.46,1.91,1.96,1.73,1.78,0.81,0.98,0.87,0.24,0.96,0.81,0.65,0.78,0.77,
b_0,1.66,1.5,2.27,1.38,,1.43,0.8,0.77,0.53,0.79,0.26,0.69,0.64,1.15,0.73,0.58
f_0,2.26,,1.67,1.6,1.42,1.35,0.81,0.68,0.84,0.64,0.94,0.27,0.88,,0.66,0.33
h_0,1.62,1.36,1.18,1.27,1.37,1.83,,0.51,0.51,0.63,0.52,0.47,,0.42,0.73,0.6
a_0,1.73,1.47,1.31,2.19,1.79,,,0.98,0.53,0.98,0.41,,0.71,0.21,0.69,0.52
e_0,,2.1,1.41,1.86,,,0.77,0.74,0.61,0.88,0.85,0.5,0.49,0.69,0.22,0.67
g_0,1.41,1.5,1.24,1.62,1.78,1.36,0.48,0.46,0.47,,0.7,0.72,0.37,0.66,0.67,
