,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.94,0.48,0.28,0.27,0.21,0.17,0.18,0.12,0.19,0.16,0.18,0.06,0.13,0.12,0.1,0.13
e_1,0.26,0.94,0.28,0.31,0.26,0.17,0.19,0.16,0.31,0.16,0.17,0.16,0.16,0.12,0.07,0.1
d_1,0.31,0.28,0.94,0.21,0.28,0.15,0.2,0.19,0.08,0.29,0.16,0.18,0.17,0.15,0.13,0.12
c_1,0.32,0.27,0.31,0.94,0.41,0.15,0.24,0.16,0.16,0.08,0.17,0.15,0.16,0.13,0.12,0.12
b_1,0.36,0.32,0.27,0.26,0.94,0.38,0.19,0.19,0.18,0.18,0.09,0.16,0.13,0.12,0.11,0.12
a_1,0.41,0.32,0.35,0.4,0.18,0.93,0.21,0.18,0.25,0.25,0.21,0.18,0.25,0.11,0.12,0.11
h_1,0.76,0.57,0.56,0.41,0.43,0.4,0.73,0.33,0.36,0.31,0.29,0.27,0.21,0.22,0.18,0.29
g_1,0.63,0.49,0.74,0.5,0.49,0.41,0.38,0.73,0.31,0.32,0.35,0.42,0.35,0.27,0.17,0.13
d_0,0.68,0.5,0.37,0.89,0.49,0.38,0.33,0.33,0.59,0.32,0.36,0.33,0.41,0.28,0.23,0.28
c_0,0.8,0.64,0.57,0.36,0.41,0.32,0.38,0.3,0.36,0.63,0.56,0.33,0.31,0.31,0.22,0.3
b_0,0.7,0.54,0.65,0.63,0.29,0.37,0.45,0.35,0.34,0.38,0.62,0.31,0.35,0.52,0.27,0.26
f_0,0.52,0.64,0.61,0.59,0.58,0.46,0.48,0.31,0.39,0.44,0.4,0.62,0.44,0.23,0.35,0.28
h_0,0.97,0.62,0.64,0.69,0.55,0.29,0.24,0.42,0.37,0.39,0.39,0.28,0.24,0.3,0.34,0.39
a_0,0.66,0.71,0.7,0.76,0.62,,0.55,0.32,0.37,0.38,0.32,0.41,0.38,0.59,0.3,0.29
e_0,0.94,0.42,0.67,0.66,0.54,0.49,0.55,0.51,0.49,0.51,0.43,0.39,0.41,0.31,0.59,0.29
g_0,0.49,0.73,1.09,0.63,0.68,0.51,0.38,,0.36,0.42,0.41,0.48,0.28,0.26,0.28,0.2
