,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,2.31,0.7,0.53,0.69,0.49,0.39,0.97,2.24,1.13,0.99,1.12,1.04,1.53,0.82,1.36,0.4
f_1,1.03,2.36,0.55,0.51,0.48,0.35,0.98,1.15,1.22,1.02,1.19,0.54,1.33,0.92,1.27,0.8
d_1,0.59,0.71,2.38,0.51,0.42,0.44,1.16,0.57,2.14,0.78,1.44,1.17,1.3,1.01,1.38,0.94
c_1,0.55,0.59,0.48,2.44,1.01,0.45,0.87,1.26,0.48,0.84,0.72,1.01,1.45,0.7,1.22,1.06
b_1,0.55,0.49,0.62,0.56,2.55,0.9,1.0,1.09,1.1,0.83,0.57,1.02,1.3,0.86,1.28,0.94
a_1,0.52,0.53,0.65,0.65,0.51,3.05,1.23,1.11,1.24,0.87,1.24,1.25,1.58,0.7,1.23,1.07
h_1,0.56,0.99,0.88,0.62,0.6,0.46,3.08,1.42,1.51,1.67,1.32,1.14,0.88,1.18,2.07,1.21
d_0,0.65,0.77,0.41,1.28,0.76,0.48,1.27,2.62,0.99,1.33,1.28,1.26,1.85,0.89,1.61,1.18
c_0,0.66,0.77,0.82,0.46,0.57,0.55,1.46,1.44,2.72,1.29,2.93,1.4,1.65,1.62,1.74,1.25
g_1,0.75,0.69,0.98,0.61,0.55,0.41,1.18,1.37,1.42,3.34,1.44,2.15,1.46,1.0,1.05,1.38
b_0,0.76,0.77,0.71,0.7,0.43,0.37,1.31,1.4,1.64,1.37,2.94,1.48,2.26,2.63,1.63,1.31
f_0,0.59,0.54,0.77,0.73,0.74,0.62,1.63,1.37,1.35,1.17,1.67,3.1,1.92,1.35,1.87,2.53
h_0,0.71,1.04,0.76,0.64,0.62,0.47,0.81,1.38,1.47,1.58,1.24,1.32,1.27,1.24,2.13,0.97
a_0,0.78,0.64,0.74,0.73,0.66,0.3,1.6,1.41,1.51,1.41,1.62,1.25,2.05,3.34,1.83,1.09
g_0,0.67,0.58,1.32,0.68,0.63,0.34,1.19,1.22,1.45,0.7,1.51,2.14,1.55,1.03,1.12,1.13
e_0,0.42,0.77,0.86,0.66,0.63,0.63,1.7,1.28,1.59,1.35,1.5,1.54,2.19,1.31,2.06,3.07
