,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,112.71,82.97,95.14,85.11,131.35,527.85,10788.86,19091.45,35457.47,23920.39,50615.1,46222.86,109802.74,128030.41,146360.0,189621.22
f_1,69.89,112.99,134.36,108.14,134.94,496.1,8568.75,18937.44,19854.03,30602.16,35991.74,34705.72,101774.52,126645.74,94941.44,167711.55
e_1,66.3,62.02,134.16,120.79,134.71,475.48,9330.04,16345.38,22932.62,43081.63,41660.99,43658.42,110787.97,115188.77,118224.65,184552.93
c_1,65.59,68.31,75.38,146.77,195.95,473.92,9118.54,15774.97,17669.6,21608.23,32105.84,39216.91,91516.62,124001.26,121397.24,168566.38
b_1,63.68,60.7,76.32,76.2,188.36,693.4,7739.07,15924.69,17963.56,23877.4,28277.05,36216.78,75428.09,114179.65,108562.45,151368.88
a_1,43.05,43.27,45.7,56.28,63.09,552.51,5178.19,11827.82,12937.16,16378.9,25141.82,23601.2,52721.72,82787.98,72637.44,89994.04
h_1,19.47,23.05,21.89,25.83,34.88,122.38,3307.3,5453.31,5551.27,6699.67,10422.16,10624.15,27587.71,28752.42,35996.95,54467.11
g_1,19.24,14.39,18.76,22.77,27.4,91.92,1912.82,5477.79,5065.54,5351.58,8966.18,11082.24,20108.11,23454.42,29437.28,32086.21
c_0,13.15,16.83,18.1,20.55,25.55,104.53,2184.64,3811.25,5670.85,6610.88,12946.08,8990.26,27026.15,25477.35,29287.38,38144.94
d_0,11.55,12.45,14.32,30.93,29.23,86.56,1832.88,3464.71,3442.98,6721.12,7520.62,8217.45,19895.22,25169.43,24102.79,36228.39
b_0,11.11,14.14,14.62,19.45,21.09,72.18,1769.34,3182.58,3384.46,5291.28,8753.87,7926.36,29061.13,23828.46,24900.41,34405.75
f_0,13.38,12.2,12.75,17.85,22.46,82.18,1774.08,3000.57,3943.16,4658.19,7107.49,8879.07,18637.87,21239.21,33657.13,30832.29
a_0,9.06,10.0,10.85,14.38,18.41,51.14,1276.04,2440.05,2641.15,3466.98,4114.56,5570.43,17828.92,17091.06,17481.87,23358.93
h_0,9.18,11.08,11.87,11.43,15.7,55.98,1110.41,2808.43,2937.47,3573.16,4727.31,4869.74,12828.77,14105.51,15754.69,24161.16
e_0,8.52,9.95,9.34,11.9,15.24,55.53,1268.21,2358.28,2674.58,3233.59,5309.9,4561.49,14878.85,16024.75,20855.26,21006.88
g_0,9.85,7.8,9.31,11.39,13.22,54.92,1056.08,1737.37,2694.12,2714.93,4447.38,6013.09,12238.72,12553.84,16328.23,19812.98
