,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.95,0.47,0.39,0.54,0.37,0.23,0.3,0.25,0.47,0.3,0.28,0.25,0.28,0.26,0.14,0.22
f_1,0.69,0.94,0.46,0.4,0.36,0.27,0.26,0.28,0.26,0.24,0.26,0.13,0.24,0.18,0.14,0.21
d_1,0.5,0.51,0.95,0.38,0.38,0.32,0.27,0.28,0.21,0.49,0.31,0.26,0.28,0.19,0.23,0.2
c_1,0.42,0.51,0.47,0.94,0.69,0.27,0.28,0.28,0.26,0.17,0.19,0.26,0.28,0.2,0.21,0.2
b_1,0.52,0.53,0.53,0.38,0.94,0.51,0.28,0.27,0.29,0.33,0.22,0.27,0.29,0.17,0.18,0.22
a_1,0.62,0.62,0.58,0.49,0.34,0.94,0.42,0.34,0.38,0.4,0.37,0.38,0.37,0.2,0.29,0.25
h_1,0.73,1.03,0.81,0.66,0.6,0.39,0.75,0.53,0.41,0.44,0.42,0.4,0.3,0.27,0.28,0.42
g_1,0.69,0.69,1.06,0.72,0.64,0.41,0.43,0.76,0.47,0.52,0.52,0.58,0.42,0.35,0.34,0.35
d_0,0.64,0.87,0.5,1.23,0.68,0.38,0.58,0.47,0.68,0.31,0.38,0.46,0.45,0.38,0.32,0.42
c_0,0.83,0.95,0.65,0.74,0.47,0.4,0.54,0.49,0.62,0.67,0.72,0.48,0.48,0.47,0.35,0.44
b_0,0.86,0.9,0.76,0.92,0.46,0.42,0.56,0.48,0.57,0.41,0.66,0.41,0.51,0.66,0.35,0.45
f_0,0.72,0.81,0.86,0.84,0.74,0.43,0.46,0.44,0.55,0.5,0.51,0.69,0.55,0.4,0.69,0.36
h_0,0.81,1.08,0.9,0.83,0.72,0.47,0.51,0.55,0.54,0.53,0.45,0.47,0.41,0.4,0.37,0.57
a_0,0.77,1.07,0.89,0.94,0.81,0.34,0.64,0.49,0.51,0.48,0.47,0.43,0.54,0.65,0.39,0.39
e_0,0.73,0.99,1.0,0.91,0.86,0.48,0.58,0.57,0.65,0.6,0.54,0.44,0.57,0.36,0.65,0.47
g_0,0.81,0.79,1.34,0.88,0.78,0.54,0.59,0.48,0.48,0.56,0.41,0.73,0.47,0.41,0.43,0.4
