,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.0,0.87,1.04,1.59,1.99,4.97,19.6,38.74,30.11,34.24,41.11,68.15,77.58,101.64,114.78,147.85
f_1,1.17,1.0,0.95,1.25,1.85,3.95,15.22,27.24,26.05,33.22,32.07,49.41,60.16,85.42,98.1,94.98
d_1,0.96,1.05,1.0,1.21,1.9,3.78,17.07,29.27,33.39,25.12,37.73,49.11,70.41,90.45,82.07,122.95
c_1,0.61,0.79,0.83,1.0,1.84,3.41,13.63,15.03,16.64,20.82,23.06,37.21,52.45,64.5,75.25,94.82
b_1,0.5,0.55,0.53,0.55,1.0,2.97,9.87,14.0,15.09,16.01,16.85,24.68,38.07,44.03,45.94,61.18
a_1,0.2,0.26,0.26,0.3,0.34,1.0,4.78,5.95,6.71,7.71,10.26,11.4,18.64,21.51,22.97,26.14
h_1,0.05,0.06,0.06,0.08,0.1,0.21,1.0,1.39,1.42,2.07,2.0,2.75,4.12,4.89,6.37,6.51
d_0,0.03,0.03,0.03,0.07,0.07,0.16,0.7,1.0,0.88,1.2,1.38,2.04,2.89,3.18,3.76,4.61
c_0,0.03,0.04,0.03,0.06,0.07,0.14,0.69,1.08,1.0,1.06,1.75,1.97,2.88,3.82,3.9,4.54
g_1,0.03,0.03,0.04,0.05,0.06,0.14,0.49,0.83,0.92,1.0,1.15,1.85,2.07,2.89,3.42,4.28
b_0,0.02,0.03,0.03,0.04,0.06,0.1,0.51,0.78,0.56,0.89,1.0,1.46,2.12,3.34,2.72,3.39
f_0,0.01,0.02,0.02,0.03,0.04,0.09,0.37,0.52,0.52,0.52,0.68,1.0,1.53,1.8,1.66,3.53
h_0,0.01,0.02,0.01,0.02,0.03,0.06,0.24,0.37,0.35,0.47,0.47,0.65,1.0,1.29,1.55,1.61
a_0,0.01,0.01,0.01,0.01,0.02,0.05,0.2,0.3,0.28,0.33,0.31,0.57,0.8,1.0,1.24,1.38
g_0,0.01,0.01,0.01,0.01,0.02,0.04,0.15,0.26,0.25,0.29,0.37,0.61,0.68,0.79,1.0,1.36
e_0,0.01,0.01,0.01,0.01,0.02,0.04,0.15,0.22,0.21,0.24,0.28,0.29,0.63,0.7,0.73,1.0
