,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.12,4.05,4.25,4.29,4.38,3.37,0.82,1.47,0.8,0.79,0.79,1.44,0.45,0.95,0.65,0.92
e_1,2.38,1.12,4.94,5.23,4.39,4.55,1.37,1.61,0.98,0.93,1.06,1.16,0.73,0.86,1.86,0.69
d_1,5.05,5.18,1.11,4.89,5.28,4.47,1.21,0.8,2.21,0.89,0.9,0.96,0.65,0.94,0.93,0.4
c_1,4.67,3.94,7.21,1.12,5.13,4.17,1.89,1.6,0.56,2.26,1.03,1.21,0.64,0.87,0.92,0.75
b_1,7.03,5.95,5.4,2.83,1.13,7.0,1.86,1.58,1.27,1.54,2.56,1.12,0.91,1.12,1.41,0.8
a_1,9.49,8.92,9.99,9.76,3.67,1.15,2.13,2.38,1.73,1.87,2.12,1.54,1.69,4.03,1.64,1.16
h_1,14.53,16.0,13.78,15.66,16.68,13.32,1.73,4.44,3.72,3.23,2.87,2.9,3.36,2.7,2.55,2.38
g_1,24.19,20.16,14.61,18.01,20.4,19.77,4.59,1.76,3.9,4.07,4.44,3.88,2.08,3.95,3.15,3.61
d_0,20.05,10.43,33.76,19.1,22.68,18.62,5.56,7.79,2.36,4.28,4.65,4.1,3.25,3.51,3.52,3.75
c_0,24.5,22.39,10.29,40.69,21.16,17.6,5.45,5.61,6.12,2.09,3.37,3.46,2.89,3.7,3.41,2.36
b_0,22.86,19.41,18.65,30.12,32.97,18.8,6.36,5.81,4.09,2.28,2.19,4.0,3.06,3.88,3.81,3.2
f_0,48.69,24.99,20.71,27.48,24.65,19.18,8.32,3.78,5.37,5.12,4.58,2.11,3.39,4.42,4.26,1.99
h_0,32.6,25.7,29.36,34.05,33.75,24.28,12.92,7.27,5.16,7.04,5.58,5.01,7.45,4.68,5.31,4.67
a_0,32.04,30.66,29.1,30.72,40.5,59.94,10.24,8.38,5.6,5.75,3.05,5.93,4.27,2.5,5.79,4.6
e_0,48.06,56.14,34.45,37.3,42.95,30.44,12.35,11.61,6.62,8.29,6.66,3.63,4.36,7.02,2.61,5.48
g_0,49.99,46.19,36.3,54.02,46.48,59.94,9.44,15.76,8.97,8.4,8.14,8.06,4.66,7.27,8.76,7.92
