,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.67,1.34,2.29,2.31,2.27,1.66,0.9,1.11,0.71,0.87,0.79,0.85,0.59,0.76,1.21,0.57
f_1,2.35,0.66,1.99,2.11,1.91,1.67,0.74,0.91,0.69,0.72,0.72,1.18,0.45,0.7,0.64,0.78
d_1,2.42,2.24,0.65,1.87,1.91,2.38,0.94,0.64,0.85,1.98,0.77,0.67,0.6,0.68,0.78,0.42
c_1,1.78,1.98,2.87,0.64,2.69,2.21,0.97,0.81,1.43,0.55,0.74,0.78,0.63,0.87,0.64,0.6
b_1,2.21,2.69,2.13,1.35,0.63,2.65,1.31,1.18,1.04,0.91,1.5,0.79,0.79,0.53,0.74,0.67
a_1,3.16,3.52,2.32,2.82,1.49,0.58,1.15,1.13,0.88,1.09,1.02,0.68,0.74,,0.97,0.95
h_1,2.76,2.75,2.71,2.98,2.27,2.15,0.6,1.38,1.02,0.93,0.91,0.84,1.05,0.96,0.75,0.94
g_1,2.46,3.8,2.77,3.21,2.97,2.37,0.92,0.57,1.08,1.16,0.93,0.93,0.73,0.94,1.03,0.99
c_0,3.13,3.99,1.75,5.78,2.82,2.55,1.23,1.3,0.66,1.2,1.19,1.05,0.81,1.17,1.08,0.83
d_0,1.91,3.03,4.44,3.16,3.25,2.83,1.43,1.34,1.12,0.65,1.13,1.18,1.1,0.89,0.8,0.83
b_0,2.67,2.92,3.06,3.73,5.45,2.59,1.36,1.45,0.65,0.94,0.65,0.86,0.87,1.16,0.89,0.75
f_0,2.74,6.54,3.22,3.07,2.65,3.67,1.74,1.12,1.12,1.05,1.05,0.66,1.09,0.87,1.2,0.56
h_0,3.56,4.27,3.01,3.8,2.87,2.75,3.51,1.58,1.33,1.28,1.36,1.07,1.71,1.07,1.32,1.23
a_0,3.06,3.35,3.06,3.14,6.31,,1.63,2.06,1.12,1.34,0.74,1.56,1.53,0.6,1.25,0.87
e_0,6.73,3.92,3.2,3.43,3.33,3.09,1.79,1.62,1.23,1.32,1.43,0.81,1.04,1.22,0.59,1.37
g_0,3.51,3.48,4.64,3.53,3.37,2.75,1.52,2.67,1.43,1.4,1.34,1.68,0.85,1.33,1.08,1.92
