,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.07,5.63,9.72,7.6,9.58,8.03,3.39,4.05,2.73,3.55,2.66,3.06,2.06,1.84,,2.87
f_1,12.85,1.07,9.78,9.3,6.04,9.23,2.72,3.52,2.94,3.05,3.1,,1.43,2.5,2.83,1.73
d_1,10.51,8.35,1.07,12.9,8.58,8.81,3.28,2.4,3.06,,3.53,2.84,1.76,1.57,2.46,1.59
c_1,10.98,9.79,9.82,1.07,9.32,9.35,3.61,4.14,,1.68,3.84,2.81,2.57,2.77,3.01,2.3
b_1,12.01,15.35,12.6,7.21,1.07,12.13,3.72,3.55,4.09,3.53,,3.4,2.81,2.4,2.88,2.32
a_1,15.95,22.42,16.99,16.22,7.42,1.07,7.32,5.65,3.76,6.82,,5.81,,,,3.34
h_1,15.54,13.37,11.51,15.33,14.95,8.91,1.41,5.14,3.41,3.09,4.79,3.31,,4.44,3.71,2.93
g_1,16.01,17.42,16.2,12.62,18.38,14.62,5.19,1.41,4.25,4.74,4.81,6.27,3.11,4.46,3.46,
c_0,13.51,13.88,10.1,,13.39,14.57,5.07,4.38,1.74,4.96,4.87,3.37,3.25,4.07,3.56,3.07
d_0,9.0,14.2,,14.86,13.4,8.64,8.89,6.95,4.22,1.76,3.76,3.58,3.0,5.07,3.11,3.14
b_0,14.76,13.2,12.62,14.67,,,5.43,7.48,3.41,4.74,1.68,4.4,4.28,6.02,3.64,3.06
f_0,20.65,,14.26,17.98,24.43,13.16,7.44,3.92,5.97,4.48,4.67,1.73,3.88,4.87,4.66,1.91
h_0,16.97,18.92,23.11,17.18,16.88,,,5.24,4.86,5.82,3.71,3.69,,3.34,5.77,3.73
a_0,26.07,25.93,34.35,19.1,21.76,,8.49,8.39,6.68,7.75,3.42,5.62,4.97,1.81,,3.95
e_0,,27.03,23.35,25.86,25.84,,8.37,8.35,6.98,5.9,6.52,3.8,3.2,,1.74,
g_0,14.91,25.44,19.72,18.26,21.2,17.41,5.25,,6.49,5.24,5.65,10.44,3.62,4.68,,
