,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,5.65,0.6,0.76,0.46,0.58,0.49,2.33,5.41,1.93,2.69,2.76,3.19,4.47,3.04,0.96,3.91
f_1,1.15,6.05,0.51,0.58,0.46,0.75,1.85,2.53,1.74,2.48,3.35,0.59,4.63,2.27,1.83,4.17
c_1,0.53,0.64,6.17,0.55,1.12,0.48,2.9,2.37,2.2,0.58,1.88,3.09,4.26,2.75,2.58,3.17
d_1,0.52,0.62,0.53,6.6,0.62,0.4,1.82,0.62,2.57,6.11,3.85,2.94,4.38,3.41,3.03,4.78
b_1,0.43,0.5,0.64,0.62,7.46,1.26,1.92,2.66,2.17,3.33,0.77,2.87,4.22,2.14,2.85,5.5
a_1,0.73,0.67,0.44,0.52,0.63,10.79,2.89,3.16,1.93,2.98,2.93,1.99,5.01,,3.15,3.6
h_1,0.93,1.58,1.09,0.9,1.02,0.79,16.27,4.87,5.26,3.76,4.42,5.83,2.21,5.88,5.24,8.16
d_0,1.08,0.98,2.1,0.35,1.06,0.8,3.37,13.74,3.75,4.15,5.36,5.18,6.21,5.01,6.99,8.35
g_1,0.99,0.89,0.89,2.03,0.9,0.75,2.86,3.18,18.76,5.06,4.94,7.91,8.58,3.32,7.38,4.18
c_0,0.93,1.35,0.39,1.35,0.9,0.98,4.37,5.42,3.72,13.51,10.69,6.94,7.91,7.62,5.72,8.63
b_0,1.09,1.25,1.25,1.39,0.2,0.87,3.99,5.23,3.48,4.91,15.76,5.61,7.82,11.82,5.68,7.1
f_0,0.94,0.31,1.2,1.45,1.01,0.99,4.47,6.21,4.48,5.75,5.09,17.04,8.42,6.46,12.08,9.17
h_0,1.06,1.27,1.16,1.27,0.74,1.08,1.28,4.67,5.23,4.83,4.81,5.01,2.53,5.99,5.02,10.36
a_0,1.18,1.55,1.11,1.05,0.77,,3.95,4.82,3.6,6.87,5.54,5.55,6.99,22.71,5.84,5.76
e_0,0.46,1.28,1.32,1.31,0.92,1.34,3.78,5.14,5.02,2.91,4.77,4.71,8.82,4.98,24.91,6.75
g_0,0.91,0.98,1.0,1.85,0.82,1.11,3.55,3.9,,3.92,4.06,9.31,6.63,5.57,6.14,3.43
