,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.38,0.92,0.96,0.96,1.01,0.38,0.36,0.45,0.32,0.35,,0.34,0.29,0.29,0.37
e_1,0.73,1.0,0.87,0.9,0.9,0.79,0.6,0.38,0.45,0.49,0.4,0.41,0.44,0.26,,0.41
d_1,1.08,1.15,1.0,0.79,0.94,0.72,0.5,0.62,0.3,,0.43,0.51,0.4,0.33,0.38,0.22
c_1,1.04,1.11,1.26,1.0,1.29,0.64,0.5,,0.42,0.29,0.47,0.41,0.41,0.27,0.26,0.36
b_1,1.04,1.11,1.07,0.77,1.0,,0.47,0.43,0.64,0.43,,0.4,0.44,0.36,0.34,0.34
a_1,0.99,1.27,1.4,1.56,,1.0,0.74,0.78,0.75,0.57,0.55,0.41,0.56,,,
h_1,2.61,1.66,2.02,1.99,2.11,1.35,1.0,0.82,0.79,0.91,1.15,0.8,,0.56,0.54,0.63
c_0,2.74,2.61,1.62,,2.31,1.28,1.21,1.0,0.77,0.88,1.19,0.98,0.73,0.8,0.83,0.6
g_1,2.21,2.24,3.35,2.37,1.57,1.34,1.27,1.3,1.0,0.85,0.82,1.05,0.64,1.04,,
d_0,3.17,2.02,,3.4,2.33,1.77,1.1,1.14,1.17,1.0,0.89,0.73,0.7,0.71,0.62,0.79
b_0,2.86,2.5,2.33,2.13,,1.82,0.87,0.84,1.22,1.13,1.0,1.1,0.84,1.23,0.71,1.23
f_0,,2.41,1.95,2.41,2.5,2.42,1.25,1.02,0.95,1.37,0.91,1.0,0.93,0.85,1.5,0.58
h_0,2.91,2.27,2.5,2.45,2.29,1.77,,1.37,1.56,1.43,1.19,1.08,,1.12,0.99,1.31
a_0,3.42,3.81,3.04,3.76,2.76,,1.78,1.25,0.96,1.4,0.81,1.18,0.89,1.0,1.03,0.85
e_0,3.44,,2.62,3.81,2.97,,1.84,1.2,,1.63,1.42,0.67,1.01,0.97,1.0,1.18
g_0,2.7,2.42,4.49,2.77,2.94,,1.59,1.65,,1.27,0.81,1.72,0.76,1.17,0.85,
