,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,101.86,32.1,47.95,37.2,91.08,182.55,6008.11,16693.04,15416.36,12816.89,19059.17,27627.06,71858.5,57144.95,38558.58,124280.67
f_1,49.72,108.43,38.94,48.26,70.78,176.6,5596.26,10183.2,12575.4,11274.18,15208.96,10174.27,57896.49,62140.47,79319.95,107840.77
c_1,27.3,34.74,126.79,44.9,130.26,158.79,5792.14,8098.02,3924.88,11047.31,10367.16,23980.65,65090.37,59492.49,73735.5,107472.99
d_1,28.12,31.65,29.82,134.4,80.28,135.36,6207.37,6285.17,19483.77,11087.24,17418.99,26243.3,60525.67,68326.6,79180.2,97486.32
b_1,21.28,28.52,25.83,31.98,226.65,272.35,4751.94,7132.25,8925.68,8925.46,3604.66,16456.6,46552.42,31983.77,66345.1,94538.8
a_1,16.1,22.85,28.83,29.33,32.67,441.93,3545.8,6652.93,8662.1,6686.92,9161.51,14762.21,40026.74,17271.76,39335.78,66950.94
h_1,9.14,12.68,11.62,13.39,22.17,53.08,3669.17,2715.04,3667.88,3718.04,3910.57,6747.75,7660.68,17161.18,24719.41,36901.52
d_0,6.6,8.46,19.87,5.15,18.72,46.06,1692.74,4178.62,2756.72,2990.69,4748.16,6805.78,17566.04,16252.07,20750.52,29272.11
c_0,7.91,9.23,8.34,10.58,15.39,40.89,1373.39,3000.07,5245.92,3024.65,6828.83,6573.92,15669.99,14299.47,19229.98,31786.68
g_1,6.55,7.39,9.37,14.0,17.27,38.93,1479.57,2463.45,2714.54,6440.89,3453.55,9521.79,11816.02,14797.88,21040.1,18898.59
b_0,7.82,8.74,11.35,9.72,12.35,34.43,1471.93,2429.12,2434.23,2666.96,6207.99,5454.92,14638.48,21309.37,16309.62,29956.45
f_0,5.64,3.91,9.96,7.44,19.24,41.93,1516.39,2116.74,2631.96,2227.13,2957.95,8821.51,13163.8,13036.66,24461.04,22804.47
h_0,3.84,7.06,6.4,7.59,12.81,20.58,683.86,1621.83,1894.31,2372.95,2272.06,3466.95,5497.62,8658.15,11587.8,19710.64
a_0,5.28,4.81,5.87,6.25,11.12,,1056.51,1606.41,2050.1,1883.97,1970.88,4151.96,11153.5,18160.44,11370.21,17724.23
e_0,3.16,4.95,5.33,6.15,10.52,23.78,832.02,1678.53,1865.11,2060.46,2473.03,3269.12,8650.82,10861.72,22210.27,14460.81
g_0,3.56,3.77,5.16,8.64,9.49,18.72,686.86,1090.79,1172.09,878.35,1705.65,3788.6,8250.07,6482.89,10494.46,9666.19
