,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.81,0.92,1.12,0.89,0.79,0.51,0.45,0.61,0.38,0.38,0.41,0.37,0.32,0.33,0.32
f_1,1.26,1.0,0.85,0.94,0.87,0.6,0.38,0.45,0.44,0.37,0.35,0.36,0.29,0.3,0.27,0.3
d_1,1.07,1.17,1.0,0.91,0.84,0.72,0.52,0.39,0.44,0.57,0.46,0.38,0.37,0.34,0.3,0.27
c_1,0.92,1.03,1.13,1.0,1.3,0.8,0.47,0.5,0.34,0.38,0.35,0.36,0.37,0.31,0.31,0.32
b_1,1.12,1.13,1.17,0.77,1.0,1.09,0.57,0.55,0.45,0.56,0.44,0.39,0.41,0.35,0.36,0.34
a_1,1.31,1.68,1.4,1.24,0.92,1.0,0.75,0.61,0.56,0.6,0.66,0.55,0.46,0.42,0.45,0.41
h_1,2.05,2.58,1.89,2.09,1.72,1.33,1.0,0.99,0.83,0.78,0.77,0.74,0.77,0.6,0.64,0.75
g_1,2.17,2.19,2.47,2.06,1.88,1.6,0.97,1.0,0.91,0.94,0.91,0.92,0.67,0.71,0.63,0.65
d_0,1.68,2.24,2.19,2.92,2.26,1.73,1.2,1.06,1.0,0.76,0.83,0.83,0.85,0.72,0.8,0.75
c_0,2.68,2.58,1.75,2.69,1.83,1.66,1.3,1.0,1.34,1.0,1.31,1.0,0.84,0.86,0.82,0.72
b_0,2.59,2.85,2.15,3.03,2.26,1.55,1.29,1.06,1.18,0.8,1.0,0.89,0.97,1.13,0.83,0.75
f_0,2.4,2.81,2.66,2.72,2.56,1.84,1.35,1.06,1.11,1.02,1.06,1.0,0.98,0.88,1.2,0.74
h_0,2.71,3.31,2.74,2.69,2.38,2.13,1.31,1.48,1.13,1.16,1.08,0.97,1.0,0.93,0.9,0.94
a_0,3.08,3.47,2.96,3.11,2.75,2.16,1.6,1.47,1.37,1.22,0.89,1.05,1.06,1.0,0.97,0.88
e_0,3.09,3.71,3.26,3.03,3.01,2.09,1.67,1.62,1.24,1.31,1.27,0.82,1.14,1.04,1.0,1.0
g_0,3.19,3.35,3.7,2.98,2.77,2.48,1.35,1.44,1.24,1.4,1.34,1.32,1.06,1.07,1.05,1.0
