,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,103.5,49.25,74.73,111.1,122.0,319.6,9021.54,13804.8,17866.12,31981.47,25844.12,33839.74,75560.65,74808.93,77127.06,196766.99
f_1,78.75,109.56,63.86,89.03,110.12,292.82,8462.09,11588.99,16226.9,18950.54,25385.52,17593.33,59747.1,61032.1,72745.04,148128.98
d_1,43.23,55.64,139.62,73.28,88.43,316.24,8902.75,10947.08,26956.97,13615.63,25787.16,28973.27,65170.7,75584.99,98493.56,153674.83
c_1,36.0,48.16,61.37,164.72,156.25,246.86,7798.94,11206.49,8177.94,15723.59,18527.56,23937.51,58533.04,46033.83,100592.37,125459.26
b_1,38.64,46.1,56.64,57.6,197.97,410.22,7418.46,9150.33,16086.85,17268.33,14189.6,23042.52,57833.5,46915.09,92891.74,116406.3
a_1,30.36,29.52,44.06,53.78,47.07,469.29,6729.51,6580.54,10845.39,11749.14,18247.94,18340.83,46096.27,33161.76,67219.93,82910.71
h_1,13.64,16.79,19.42,21.04,22.13,69.83,3726.18,3759.55,4710.27,4297.13,5971.19,8140.31,13229.93,16807.19,23162.24,54007.19
g_1,10.58,10.08,23.0,18.82,24.99,68.79,1962.58,4689.73,4156.39,4128.79,6235.74,10607.33,14020.78,14066.11,25174.44,27179.53
c_0,10.23,12.41,14.82,15.65,19.35,59.71,1969.08,2480.57,5318.86,4226.22,8522.3,6533.22,14899.15,16473.43,25509.19,35946.08
d_0,8.7,12.84,10.56,29.09,22.84,58.21,2033.39,2490.35,2624.63,5499.02,4759.99,5900.2,14711.25,11329.74,21307.63,28191.25
b_0,9.59,10.17,15.12,18.17,17.14,41.07,1888.81,2329.82,3130.43,3786.03,7050.45,5935.42,12824.39,22676.18,17683.88,31809.32
f_0,7.4,9.37,13.81,18.68,19.04,51.24,1676.19,1941.75,3421.06,3664.25,4929.56,7878.23,13863.32,13191.65,35177.88,26510.37
h_0,6.88,10.49,11.28,12.16,13.79,32.45,1055.07,2292.88,2440.75,2751.12,3941.78,3655.55,8705.33,11978.69,16308.29,26946.47
a_0,7.13,7.77,10.03,12.49,12.95,35.18,1499.13,1846.58,2778.82,3277.85,3043.27,4149.07,9517.91,14953.15,16633.79,25718.91
e_0,4.46,8.7,9.45,12.16,12.59,35.1,1360.42,1515.33,2058.73,2309.09,3075.38,2808.75,9036.36,6378.37,20396.22,19670.83
g_0,4.56,5.09,11.92,9.81,11.21,31.62,844.41,1350.65,2080.36,1899.91,3200.19,4303.41,7385.95,7914.67,11297.52,14796.54
