,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.0,1.3,0.94,0.95,0.99,0.88,0.81,0.97,0.89,0.82,0.95,0.93,0.83,1.05,1.1,0.92
e_1,0.77,1.0,0.91,1.26,1.05,0.92,1.15,1.32,1.14,1.02,1.0,1.1,1.0,1.0,1.12,1.12
d_1,1.07,1.09,1.0,0.82,0.96,1.02,0.99,1.06,0.78,1.3,1.03,1.0,1.05,0.95,0.84,0.98
c_1,1.06,0.79,1.2,1.0,1.29,1.0,0.92,0.68,1.08,0.77,0.87,1.01,1.11,1.04,0.88,1.01
b_1,1.01,0.95,1.04,0.8,1.0,1.47,1.04,1.01,1.12,1.2,1.05,0.95,0.95,0.86,1.07,1.06
a_1,1.14,1.07,0.97,0.99,0.68,1.0,1.19,1.1,1.08,1.05,1.3,1.04,1.15,1.11,0.94,0.98
h_1,1.25,0.89,1.01,1.04,0.99,0.81,1.0,0.92,1.2,0.93,0.87,0.85,1.05,0.89,1.23,0.82
d_0,0.98,0.74,1.05,1.54,0.96,0.85,1.08,1.0,1.15,0.86,0.91,1.08,1.11,0.86,1.18,1.1
g_1,1.12,0.88,1.28,0.96,0.91,0.92,0.84,0.91,1.0,0.99,0.98,1.18,0.81,0.86,0.95,0.93
c_0,1.18,1.0,0.78,1.25,0.8,0.94,1.03,1.18,0.98,1.0,1.42,0.94,1.12,1.2,1.19,1.03
b_0,1.07,0.99,0.95,1.15,0.94,0.66,1.16,1.14,1.0,0.73,1.0,1.0,1.02,1.43,1.04,0.93
f_0,1.05,0.88,0.96,0.99,1.09,0.96,1.18,0.99,0.84,0.99,1.05,1.0,1.08,0.98,0.8,1.46
h_0,1.19,0.98,0.98,0.93,1.03,0.88,0.95,0.91,1.24,0.86,1.0,0.92,1.0,0.91,1.1,0.83
a_0,1.02,1.01,1.03,1.06,1.07,0.93,1.15,1.13,1.07,0.85,0.7,1.01,1.13,1.0,0.97,1.1
g_0,0.96,0.94,1.16,1.12,0.97,1.0,0.83,0.86,1.02,0.84,0.96,1.25,0.9,0.96,1.0,1.02
e_0,1.09,0.99,1.0,0.99,0.96,0.99,1.19,0.95,1.09,0.94,0.97,0.7,1.22,1.02,0.95,1.0
