,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,13201.68,3572.46,4051.81,2813.8,5645.19,20555.03,3358805.95,17633838.38,11508187.25,7755874.72,22710385.6,26264817.36,106035900.28,132233887.63,72535562.54,184574891.41
f_1,4833.87,16086.37,3231.15,3899.05,5469.45,16314.5,2530783.0,7584774.12,8783832.54,7323547.62,18513831.55,10301264.87,122888383.52,131699856.79,71206478.24,195356958.83
c_1,2442.37,2818.4,16703.68,3405.02,13596.93,17132.82,2731422.79,8541965.85,2819654.28,6826411.31,12695226.23,24766612.89,118182082.67,117434653.58,114600394.5,202775141.26
d_1,3141.54,3125.07,2937.0,17194.27,8230.22,17958.13,2820840.41,3609461.05,17011184.0,8759874.41,23386055.08,25076633.75,118486215.51,93532670.34,113681373.28,172350685.17
b_1,2385.81,4004.74,3222.65,3330.1,39961.5,40201.86,2961022.79,7494029.55,11017755.88,7432560.92,5897119.1,20855284.25,108195567.74,89851072.63,99984551.76,173329583.23
a_1,2760.39,3847.11,3389.66,4044.34,5007.91,156652.3,3979034.31,9853001.43,8032861.51,7084133.17,21544325.97,26568076.7,121323337.35,43551855.63,159986824.93,184293893.67
h_1,3118.08,5666.01,3881.6,4608.48,7507.75,20437.09,10294668.63,9797891.83,11774313.94,13940224.22,22324685.59,29362605.7,86065047.57,118318448.45,180952877.62,308827388.26
d_0,3328.78,4055.5,7879.66,2169.59,7815.26,26801.82,3540688.77,22660010.67,9527325.56,9263800.42,26381651.78,33846297.02,160547435.91,127436862.23,160628699.49,253588166.25
c_0,3604.22,5037.62,2716.09,4352.72,4779.15,26974.78,3952869.7,11514916.4,24291977.07,9326169.38,49390918.42,27027537.95,173295293.3,170962033.87,193416040.63,255631505.31
g_1,3190.39,2908.38,4350.87,7223.38,6384.15,24015.06,3355735.8,10037616.75,11655185.01,32531497.76,24205352.58,43880392.25,135112783.79,114998414.0,141441390.14,107822192.05
b_0,3522.13,4547.25,5026.04,4663.53,4000.73,19490.65,3759060.57,12104967.97,14337123.01,9713565.31,60628716.78,27746885.6,164531097.89,324338426.79,168745739.05,251566471.4
f_0,2843.94,2498.67,5263.56,4426.81,9989.34,24202.09,4079371.54,12302987.13,11659587.94,10215516.8,26427146.79,68065213.83,148906350.08,143087823.66,313809019.91,222851926.21
h_0,3002.91,6142.67,4882.47,4465.13,8238.51,24830.17,2148207.35,10900725.17,10538101.87,12062376.0,27715882.62,24717178.53,94334357.18,144766584.79,157679670.53,298612041.01
a_0,3392.63,4182.51,4705.37,4969.06,8483.49,14491.48,4431676.33,12304824.85,10859964.35,12005472.29,24671147.55,27825246.51,205541526.21,422671349.02,142610728.25,260253746.31
e_0,1218.26,5145.31,4679.59,4522.82,9642.3,25255.44,5006547.36,10213994.87,13726927.31,9787213.95,26656759.04,29781842.91,154996232.64,161744115.61,452975406.39,273216376.81
g_0,2854.72,3580.25,4412.47,6850.45,9457.04,22092.36,4295899.7,7882262.02,12094547.83,7588537.02,26026841.89,46649322.86,113233116.28,163932865.03,202138381.78,171062394.07
