,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,10672.09,296.41,162.99,261.28,374.66,2200.71,114816.55,705866.26,490275.22,499129.83,1246012.36,,5380641.17,5178799.63,9967773.78,9148504.6
e_1,143.99,11582.66,160.65,239.67,380.82,1847.86,135628.4,1157730.59,395229.36,724761.15,1048129.65,2251131.58,4971881.39,4167262.74,11144748.51,
d_1,163.82,134.28,15629.65,213.22,476.57,2478.42,120568.53,,383168.62,1365974.33,1298407.68,1476354.1,7742860.94,3959090.97,9323499.65,7109045.6
c_1,145.57,103.9,185.11,20127.64,835.81,2499.35,116300.04,601238.55,614405.46,,975927.34,2367312.9,7962541.04,4901296.78,10188349.16,
b_1,119.97,130.16,208.21,319.01,42357.6,,138987.52,591727.66,579041.1,540104.04,,2145243.78,4940171.44,,12693138.25,8195078.5
a_1,138.29,171.47,173.58,223.96,,302632.4,127229.15,720380.82,561119.59,800475.23,1426060.12,1653295.42,6685039.03,,7784356.66,
h_1,845.18,501.46,696.17,898.23,1519.29,7867.07,5661697.36,2700823.17,2449072.4,2442763.9,4205545.25,5100708.39,,18586537.77,48132297.6,37251297.24
d_0,788.74,1074.62,,2252.65,1455.34,7284.76,843770.1,19280281.09,2298440.68,3489870.74,5841383.27,7793213.47,32807501.52,19948862.24,52399393.39,25870498.53
g_1,556.08,301.65,1275.73,630.39,1691.29,6309.91,528652.46,1675055.22,30845073.97,2057219.23,6611319.82,15750741.68,23296958.3,,,
c_0,655.68,792.65,1124.73,,1709.31,9034.27,637694.98,2673003.29,2159624.66,21880450.77,14079422.98,10853562.14,29884261.23,31160162.12,49825214.4,32519104.58
b_0,446.75,727.03,883.17,1097.3,,10138.6,801474.4,3930915.72,2351167.16,3069383.19,50363961.33,11216004.14,28074737.41,54302988.1,50608914.08,46045370.07
f_0,,737.45,1102.01,1009.06,2311.32,9641.17,670023.36,3463832.66,2311859.59,4875341.01,8658612.15,70792198.5,37552250.8,31060880.76,35870223.39,65843971.01
h_0,1662.45,1265.7,1409.39,1708.25,3471.09,11583.11,,3190501.79,4824111.09,5086638.21,11145691.5,9575310.86,,31719636.41,137904858.82,50628084.63
a_0,586.09,669.33,722.73,990.78,,,567588.71,3667842.86,,3423542.79,6679965.82,12510158.47,35787577.36,266411276.18,57733978.59,
g_0,840.71,875.62,2314.45,2732.06,3735.38,14309.35,680641.21,3838608.0,,4976297.16,8567362.14,22730205.96,52019101.51,27967522.56,,
e_0,651.4,,1154.69,,2312.13,,1040869.15,3261212.92,,2355473.73,10481296.52,9931462.85,29831288.37,,,468662346.05
