,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
f_1,1.0,1.25,0.88,1.02,0.83,0.72,0.4,0.42,0.37,0.43,0.37,0.32,0.31,0.27,0.24,0.33
e_1,0.81,1.0,0.89,1.08,1.06,0.76,0.54,0.47,0.43,0.58,0.43,0.43,0.38,0.37,0.4,0.35
d_1,1.11,1.09,1.0,0.91,0.87,0.75,0.46,0.39,0.53,0.44,0.44,0.39,0.35,0.34,0.31,0.25
c_1,0.99,0.94,1.09,1.0,1.32,0.7,0.48,0.39,0.37,0.32,0.34,0.34,0.35,0.34,0.29,0.33
b_1,1.2,0.95,1.15,0.78,1.0,1.14,0.52,0.52,0.57,0.44,0.48,0.38,0.33,0.46,0.4,0.36
a_1,1.39,1.29,1.35,1.39,0.86,1.0,0.75,0.62,0.61,0.61,0.62,0.52,0.5,0.46,0.46,0.46
h_1,2.52,1.91,2.19,2.1,1.83,1.37,1.0,1.17,0.85,0.81,0.85,0.71,0.63,0.73,0.65,0.73
g_1,2.42,2.09,2.62,2.5,1.93,1.6,0.89,1.0,0.84,0.81,0.85,0.97,0.71,0.63,0.77,0.65
c_0,2.67,2.33,1.9,2.68,1.73,1.58,1.17,1.19,1.0,1.17,1.33,0.85,0.88,0.81,0.87,0.73
d_0,2.22,1.76,2.3,3.07,2.31,1.7,1.22,1.26,0.8,1.0,0.94,0.83,0.78,0.83,0.69,0.84
b_0,2.66,2.37,2.35,3.08,2.0,1.6,1.18,1.18,0.79,1.05,1.0,0.99,1.22,0.89,0.84,0.72
f_0,3.01,2.43,2.57,3.07,2.43,1.87,1.36,1.06,1.19,1.2,0.98,1.0,0.92,1.05,1.24,0.7
a_0,3.25,2.77,2.9,3.01,3.13,1.91,1.66,1.35,1.07,1.2,0.87,1.1,1.0,1.17,0.96,0.94
h_0,3.57,2.85,3.01,2.88,2.22,2.13,1.33,1.57,1.2,1.21,1.12,0.96,0.85,1.0,0.95,1.06
e_0,4.25,2.49,3.21,3.26,2.59,2.22,1.65,1.33,1.21,1.46,1.18,0.81,1.0,0.96,1.0,0.94
g_0,2.99,2.77,3.98,2.98,2.91,2.19,1.38,1.57,1.35,1.18,1.26,1.49,1.1,0.91,1.05,1.0
