,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,5.57,3.62,2.17,2.23,1.95,1.78,7.86,7.18,9.39,10.31,9.22,6.24,14.42,9.6,6.37,15.83
e_1,2.41,5.77,1.85,2.88,2.18,1.99,8.03,6.05,9.04,19.31,10.42,10.05,17.08,12.49,8.51,17.27
d_1,2.46,2.09,6.68,1.71,2.01,2.3,8.35,9.35,19.42,6.82,12.79,11.99,16.76,12.57,10.74,17.52
c_1,2.0,1.88,2.22,6.98,4.04,2.66,7.2,8.37,6.8,9.29,7.65,10.53,15.3,10.03,11.54,14.07
b_1,2.18,1.78,2.05,2.57,7.74,4.38,7.87,7.99,9.91,9.65,7.42,10.29,16.51,8.26,10.7,14.98
a_1,2.34,1.97,2.56,2.3,2.23,11.22,9.72,9.88,10.29,9.97,10.97,10.86,15.25,8.34,12.79,16.48
h_1,3.36,2.3,2.29,2.47,1.94,2.16,18.79,12.47,11.78,10.34,12.92,11.11,14.75,13.58,13.68,22.35
g_1,2.04,2.03,4.03,2.13,2.23,2.61,7.48,22.31,14.16,7.13,13.61,19.13,17.55,13.46,14.03,15.89
c_0,2.93,2.49,2.91,2.0,1.76,2.07,9.88,9.0,18.93,11.71,22.44,13.95,19.75,15.69,14.09,20.22
d_0,2.63,2.31,1.71,4.6,2.55,1.99,9.34,8.05,7.98,18.04,13.44,10.06,20.08,11.83,11.35,16.75
b_0,2.79,2.44,2.9,2.71,1.37,2.07,10.26,9.5,11.22,10.72,21.5,11.67,18.49,22.91,12.92,18.42
f_0,1.81,2.08,2.69,2.44,2.51,2.85,9.41,10.21,11.68,14.23,14.65,25.31,20.41,15.28,31.12,22.03
h_0,3.36,2.6,2.68,2.28,2.56,2.27,5.28,11.0,10.15,9.46,11.15,10.26,12.71,12.32,12.33,21.3
a_0,2.85,2.34,2.64,2.75,2.76,1.68,10.13,7.68,12.18,11.63,12.33,10.75,20.77,26.74,9.72,18.26
e_0,2.72,1.68,3.01,2.61,2.38,1.87,9.3,11.44,10.87,12.91,13.66,14.01,18.59,18.89,33.41,17.92
g_0,2.12,2.18,3.97,2.57,2.44,2.1,7.86,6.97,11.64,10.14,12.24,17.19,17.54,12.82,15.71,13.83
