,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.46,21.15,26.45,24.84,33.24,45.0,10.39,9.63,10.2,6.63,7.06,7.47,4.26,5.89,,3.78
f_1,32.63,0.45,37.61,35.01,30.14,54.65,6.15,10.64,6.88,5.18,6.76,,2.67,7.13,6.33,6.1
d_1,42.55,44.09,0.42,32.76,32.61,24.62,9.89,5.18,,6.29,7.2,7.4,7.48,5.65,6.51,3.59
c_1,32.72,47.79,48.8,0.42,29.18,34.24,9.11,8.4,3.74,,8.17,7.82,4.81,7.99,7.5,5.12
b_1,43.71,30.39,41.38,22.78,0.4,41.38,9.53,19.36,6.35,11.43,,6.22,5.06,8.57,6.76,4.69
a_1,41.86,53.62,52.46,65.73,25.09,0.32,10.72,10.3,10.73,,,9.31,9.01,,6.47,6.68
h_1,25.79,17.58,21.22,15.12,17.31,18.99,0.38,3.88,2.47,2.78,2.98,4.67,,3.98,3.72,2.81
g_1,29.1,23.09,23.72,26.14,19.03,18.94,4.81,0.34,3.38,3.79,3.52,3.8,2.17,3.19,,
d_0,7.22,15.08,,18.52,18.15,18.79,3.98,5.11,0.49,3.09,3.37,3.93,1.82,4.74,3.47,2.18
c_0,14.4,14.35,7.65,,19.17,,3.88,5.22,3.72,0.51,3.68,3.04,2.57,2.7,2.61,2.52
b_0,16.29,13.28,17.23,20.82,,,5.51,5.77,3.65,2.07,0.45,2.53,2.26,5.11,,2.62
f_0,19.79,,14.38,14.64,17.06,12.35,4.46,3.28,5.0,3.17,4.74,0.43,2.68,,4.44,1.55
h_0,11.31,12.7,14.45,15.39,14.01,11.47,,4.1,2.53,2.22,2.22,1.96,,2.96,1.69,1.75
a_0,25.89,23.94,27.95,15.45,30.46,,6.16,5.13,5.36,4.07,1.74,,3.06,0.37,,2.09
e_0,,37.59,14.62,18.02,19.13,18.28,5.5,,5.38,3.49,,2.87,3.24,,0.37,2.96
g_0,20.67,11.07,14.9,18.57,16.9,10.25,3.31,,2.73,3.96,3.07,2.81,1.18,3.4,3.84,
