,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.39,1.23,0.76,0.81,0.74,0.67,1.36,1.42,1.46,1.57,1.64,0.75,1.84,1.5,1.57,1.92
e_1,0.66,2.41,0.77,0.7,0.85,0.66,1.78,1.3,2.92,1.76,1.67,2.2,2.4,1.56,0.93,2.12
d_1,0.72,0.75,2.5,0.74,0.82,0.8,1.31,1.29,0.74,2.68,1.79,1.75,2.11,1.81,1.78,2.16
c_1,0.87,0.84,0.65,2.57,1.36,0.52,1.35,1.41,1.2,0.47,1.21,1.59,1.94,1.8,1.64,1.81
b_1,0.78,0.65,0.73,0.64,2.79,1.48,1.97,1.4,1.99,1.75,0.89,1.61,1.8,1.48,1.66,2.07
a_1,0.9,0.82,0.7,1.03,0.47,3.34,1.63,1.45,1.49,1.7,1.68,1.58,1.94,0.98,1.77,1.84
h_1,1.34,0.84,1.12,0.88,0.9,0.97,3.77,3.03,2.32,2.16,2.14,2.14,2.48,2.0,2.42,3.26
g_1,1.04,0.84,1.55,1.04,0.8,1.01,1.41,4.13,1.74,2.01,2.51,2.91,2.6,1.94,2.05,2.19
d_0,1.17,0.72,0.55,1.79,0.88,1.13,1.92,2.15,3.68,2.04,2.06,2.18,2.79,2.46,2.46,2.87
c_0,1.11,0.93,1.02,0.83,0.89,0.95,2.09,2.58,2.53,3.77,4.11,2.56,3.74,3.07,2.24,3.42
b_0,1.19,1.04,1.13,1.12,0.42,0.82,2.0,2.0,2.34,1.83,4.02,2.37,3.02,3.84,2.4,2.55
f_0,0.78,0.81,1.28,1.23,0.86,0.99,1.92,1.74,2.89,2.32,2.38,4.12,2.99,2.53,3.97,2.96
h_0,1.32,0.88,1.16,1.18,0.8,0.89,0.71,2.36,2.25,1.93,2.3,1.84,1.82,2.6,1.81,3.14
a_0,1.1,0.98,1.15,1.03,0.91,0.6,2.04,2.37,2.16,1.78,2.24,2.67,2.77,4.55,2.97,2.78
e_0,1.14,0.57,0.97,1.1,1.04,1.05,1.84,2.49,2.71,2.8,2.67,2.08,3.48,2.54,4.8,2.64
g_0,0.88,0.87,1.47,1.06,0.85,1.07,1.73,1.25,2.06,1.97,2.36,3.14,2.31,2.53,2.65,1.97
